"","Year","district","flat_type","avg_price_per_sqm"
"609",1999,"D19","EXEC",3040.8938092166
"610",1999,"D20","1-RM",2056.86167304538
"611",1999,"D20","2-RM",1978.67724867725
"612",1999,"D20","3-RM",2224.09388451303
"613",1999,"D20","4-RM",2844.82116829385
"614",1999,"D20","5-RM",3302.3288017964
"615",1999,"D20","EXEC",3568.24927981885
"616",1999,"D22","2-RM",1307.01754385965
"617",1999,"D22","3-RM",1788.04279986195
"618",1999,"D22","4-RM",2127.3544003224
"619",1999,"D22","5-RM",2395.24257248135
"620",1999,"D22","EXEC",2628.764727393
"621",1999,"D23","3-RM",1888.29606538039
"622",1999,"D23","4-RM",2291.803724587
"623",1999,"D23","5-RM",2679.71127146247
"624",1999,"D23","EXEC",2903.47890370004
"625",1999,"D25","2-RM",1666.66666666667
"626",1999,"D25","3-RM",1666.65084853943
"627",1999,"D25","4-RM",2150.02190569364
"628",1999,"D25","5-RM",2442.78784040438
"629",1999,"D25","EXEC",2490.23321970189
"630",1999,"D27","3-RM",1999.73976978251
"631",1999,"D27","4-RM",2259.00953408455
"632",1999,"D27","5-RM",2645.98546205639
"633",1999,"D27","EXEC",2841.41530553264
"634",1999,"D3","1-RM",1379.11925949468
"635",1999,"D3","2-RM",1605.08386185331
"636",1999,"D3","3-RM",2237.93428982596
"637",1999,"D3","4-RM",3043.76899174082
"638",1999,"D3","5-RM",3556.10512639253
"639",1999,"D3","EXEC",3968.51330087864
"640",1999,"D5","3-RM",2240.39389388315
"641",1999,"D5","4-RM",2751.76951738379
"642",1999,"D5","5-RM",3185.91730825907
"643",1999,"D5","EXEC",3141.08071051094
"644",2000,"D1","2-RM",1758.05901081663
"645",2000,"D1","3-RM",2853.47033687657
"646",2000,"D1","4-RM",3325.12150447774
"647",2000,"D1","5-RM",3066.27581922659
"648",2000,"D1","EXEC",2883.43558282209
"649",2000,"D10","3-RM",2560.58812023229
"650",2000,"D10","4-RM",3230.64742136171
"651",2000,"D10","5-RM",3631.28361628003
"652",2000,"D10","EXEC",3678.4808755675
"653",2000,"D12","2-RM",2402.09108630161
"654",2000,"D12","3-RM",2447.65201403041
"655",2000,"D12","4-RM",2881.90691172637
"656",2000,"D12","5-RM",3444.27164054479
"657",2000,"D12","EXEC",3429.52167043534
"658",2000,"D14","2-RM",1830.45821848892
"659",2000,"D14","3-RM",2314.19215301402
"660",2000,"D14","4-RM",2817.52616720237
"661",2000,"D14","5-RM",3237.82772659297
"662",2000,"D14","EXEC",3364.12083623398
"663",2000,"D16","2-RM",2398.46421327152
"664",2000,"D16","3-RM",2435.03225412314
"665",2000,"D16","4-RM",2757.10531711778
"666",2000,"D16","5-RM",3188.038042142
"667",2000,"D16","EXEC",3537.34066613124
"668",2000,"D18","2-RM",2454.54545454545
"669",2000,"D18","3-RM",2572.68506440792
"670",2000,"D18","4-RM",2775.03186053195
"671",2000,"D18","5-RM",3073.13903327375
"672",2000,"D18","EXEC",3453.24216750604
"673",2000,"D19","3-RM",2206.93155231954
"674",2000,"D19","4-RM",2604.10384271854
"675",2000,"D19","5-RM",3049.14232424642
"676",2000,"D19","EXEC",3374.01329414516
"677",2000,"D20","2-RM",2311.49831649832
"678",2000,"D20","3-RM",2376.53943343474
"679",2000,"D20","4-RM",2967.38778437113
"680",2000,"D20","5-RM",3466.15915037457
"681",2000,"D20","EXEC",3632.36667290332
"682",2000,"D22","2-RM",1405.23182957393
"683",2000,"D22","3-RM",2012.90057802104
"684",2000,"D22","4-RM",2213.57016976724
"685",2000,"D22","5-RM",2535.51815373057
"686",2000,"D22","EXEC",2906.03358458158
"687",2000,"D23","3-RM",2025.95177257866
"688",2000,"D23","4-RM",2405.1825489644
"689",2000,"D23","5-RM",2872.09782763051
"690",2000,"D23","EXEC",3126.77633243226
"691",2000,"D25","3-RM",1809.49192784914
"692",2000,"D25","4-RM",2255.36116165999
"693",2000,"D25","5-RM",2533.18751008583
"694",2000,"D25","EXEC",2740.56532212344
"695",2000,"D27","3-RM",2129.23340503309
"696",2000,"D27","4-RM",2330.39834702571
"697",2000,"D27","5-RM",2712.2670121158
"698",2000,"D27","EXEC",2914.47440529105
"699",2000,"D3","1-RM",1617.88495153345
"700",2000,"D3","2-RM",1752.49438572599
"701",2000,"D3","3-RM",2379.44357798511
"702",2000,"D3","4-RM",3310.36819868353
"703",2000,"D3","5-RM",3777.36203109518
"704",2000,"D3","EXEC",4258.6557071294
"705",2000,"D5","3-RM",2392.56187205077
"706",2000,"D5","4-RM",2877.4100025683
"707",2000,"D5","5-RM",3404.91067559991
"708",2000,"D5","EXEC",2985.54834183688
"709",2001,"D1","2-RM",1865.20101508117
"710",2001,"D1","3-RM",2714.62590890661
"711",2001,"D1","4-RM",3106.53093337355
"712",2001,"D1","5-RM",2595.23308766783
"713",2001,"D10","3-RM",2513.21348938485
"714",2001,"D10","4-RM",3023.60510899837
"715",2001,"D10","5-RM",3485.66149198215
"716",2001,"D10","EXEC",3591.07595343752
"717",2001,"D12","2-RM",2176.21387559809
"718",2001,"D12","3-RM",2296.13390150773
"719",2001,"D12","4-RM",2625.17876664141
"720",2001,"D12","5-RM",3280.68407736504
"721",2001,"D12","EXEC",3247.74253605593
"722",2001,"D14","2-RM",1703.57810568469
"723",2001,"D14","3-RM",2108.77599539242
"724",2001,"D14","4-RM",2615.89366050676
"725",2001,"D14","5-RM",3074.3455641467
"726",2001,"D14","EXEC",3128.77433292113
"727",2001,"D16","2-RM",2200.43259336465
"728",2001,"D16","3-RM",2260.84404098228
"729",2001,"D16","4-RM",2480.28922920796
"730",2001,"D16","5-RM",2964.06153323352
"731",2001,"D16","EXEC",3251.12303351932
"732",2001,"D18","3-RM",2409.80949535604
"733",2001,"D18","4-RM",2558.48820743078
"734",2001,"D18","5-RM",2855.41507475859
"735",2001,"D18","EXEC",3251.16173275003
"736",2001,"D19","3-RM",1992.34724926359
"737",2001,"D19","4-RM",2404.49440224366
"738",2001,"D19","5-RM",2908.37420134954
"739",2001,"D19","EXEC",3240.45460330977
"740",2001,"D20","2-RM",2132.62503079576
"741",2001,"D20","3-RM",2210.69148308491
"742",2001,"D20","4-RM",2756.88810476558
"743",2001,"D20","5-RM",3235.03714616836
"744",2001,"D20","EXEC",3554.70823076055
"745",2001,"D22","2-RM",1315.78947368421
"746",2001,"D22","3-RM",1780.63348313833
"747",2001,"D22","4-RM",1997.23940263231
"748",2001,"D22","5-RM",2296.4118965373
"749",2001,"D22","EXEC",2601.0562760363
"750",2001,"D23","3-RM",1836.09651687493
"751",2001,"D23","4-RM",2194.88438473841
"752",2001,"D23","5-RM",2615.28723570812
"753",2001,"D23","EXEC",2870.71944634619
"754",2001,"D25","3-RM",1712.86297362671
"755",2001,"D25","4-RM",2111.71604641307
"756",2001,"D25","5-RM",2382.65952389063
"757",2001,"D25","EXEC",2662.01237965762
"758",2001,"D27","3-RM",1957.31145993981
"759",2001,"D27","4-RM",2085.61108996011
"760",2001,"D27","5-RM",2433.20649547729
"761",2001,"D27","EXEC",2677.35989263592
"762",2001,"D3","1-RM",1357.87214731875
"763",2001,"D3","2-RM",1591.9675987977
"764",2001,"D3","3-RM",2176.30149159276
"765",2001,"D3","4-RM",3174.53141317458
"766",2001,"D3","5-RM",3580.47434809452
"767",2001,"D3","EXEC",4226.63872426469
"768",2001,"D5","3-RM",2189.36550353378
"769",2001,"D5","4-RM",2617.2521805397
"770",2001,"D5","5-RM",3075.85043220605
"771",2001,"D5","EXEC",3153.61253319985
"772",2002,"D1","2-RM",2116.65904842772
"773",2002,"D1","3-RM",2789.45921202718
"774",2002,"D1","4-RM",3242.43756764332
"775",2002,"D1","5-RM",2139.50089928058
"776",2002,"D10","3-RM",2647.53994840062
"777",2002,"D10","4-RM",2832.86060693364
"778",2002,"D10","5-RM",3287.0338874319
"779",2002,"D10","EXEC",3438.20547945205
"780",2002,"D12","2-RM",2171.39229946524
"781",2002,"D12","3-RM",2301.28828276546
"782",2002,"D12","4-RM",2608.89346917992
"783",2002,"D12","5-RM",3082.52905846224
"784",2002,"D12","EXEC",3027.59118652363
"785",2002,"D14","2-RM",1745.3452733526
"786",2002,"D14","3-RM",2104.57564158565
"787",2002,"D14","4-RM",2604.14722554581
"788",2002,"D14","5-RM",3008.59045795864
"789",2002,"D14","EXEC",2963.86996787277
"790",2002,"D16","2-RM",2127.31481481481
"791",2002,"D16","3-RM",2223.67683318026
"792",2002,"D16","4-RM",2378.20790356746
"793",2002,"D16","5-RM",2872.98796516967
"794",2002,"D16","EXEC",3024.19054072006
"795",2002,"D18","2-RM",2509.09090909091
"796",2002,"D18","3-RM",2375.56088336437
"797",2002,"D18","4-RM",2432.31853123959
"798",2002,"D18","5-RM",2701.50018427715
"799",2002,"D18","EXEC",3051.10344056767
"800",2002,"D19","3-RM",1933.95124436627
"801",2002,"D19","4-RM",2299.69599550804
"802",2002,"D19","5-RM",2747.29200302758
"803",2002,"D19","EXEC",2979.01803075572
"804",2002,"D20","2-RM",2017.39439853076
"805",2002,"D20","3-RM",2181.27586662714
"806",2002,"D20","4-RM",2730.26190018011
"807",2002,"D20","5-RM",3208.93027853403
"808",2002,"D20","EXEC",3330.66949741292
"809",2002,"D22","2-RM",1166.66666666667
"810",2002,"D22","3-RM",1732.18918267214
"811",2002,"D22","4-RM",2047.8265632304
"812",2002,"D22","5-RM",2298.56128732463
"813",2002,"D22","EXEC",2639.37563449563
"814",2002,"D23","3-RM",1840.03584401102
"815",2002,"D23","4-RM",2106.42530679718
"816",2002,"D23","5-RM",2503.61485487581
"817",2002,"D23","EXEC",2795.80465793123
"818",2002,"D25","2-RM",1333.33333333333
"819",2002,"D25","3-RM",1663.51180546613
"820",2002,"D25","4-RM",2013.83444735695
"821",2002,"D25","5-RM",2279.66619692702
"822",2002,"D25","EXEC",2602.79973735088
"823",2002,"D27","3-RM",1894.033697556
"824",2002,"D27","4-RM",1960.48806568691
"825",2002,"D27","5-RM",2293.74566528126
"826",2002,"D27","EXEC",2558.34298216069
"827",2002,"D3","1-RM",1480.22333617439
"828",2002,"D3","2-RM",1703.73739886805
"829",2002,"D3","3-RM",2237.73688873891
"830",2002,"D3","4-RM",3144.8630738164
"831",2002,"D3","5-RM",3529.00077622197
"832",2002,"D3","EXEC",3970.10086569474
"833",2002,"D5","3-RM",2202.42154512432
"834",2002,"D5","4-RM",2608.62959277412
"835",2002,"D5","5-RM",2994.86125825792
"836",2002,"D5","EXEC",2787.42943376286
"837",2003,"D1","2-RM",2163.46249836816
"838",2003,"D1","3-RM",3096.23202846418
"839",2003,"D1","4-RM",3302.77922102763
"840",2003,"D1","5-RM",2808.77487790789
"841",2003,"D10","3-RM",2731.59391782105
"842",2003,"D10","4-RM",2882.35111662531
"843",2003,"D10","5-RM",3254.00926475261
"844",2003,"D10","EXEC",3242.2114688964
"845",2003,"D12","2-RM",2500.6827525824
"846",2003,"D12","3-RM",2545.20780835602
"847",2003,"D12","4-RM",2621.96634121387
"848",2003,"D12","5-RM",2988.56394678095
"849",2003,"D12","EXEC",2985.11496194778
"850",2003,"D14","2-RM",2031.43608214745
"851",2003,"D14","3-RM",2368.48492811711
"852",2003,"D14","4-RM",2645.249530829
"853",2003,"D14","5-RM",3013.88952056328
"854",2003,"D14","EXEC",2945.76879988379
"855",2003,"D16","2-RM",2265.40785296575
"856",2003,"D16","3-RM",2479.41203590551
"857",2003,"D16","4-RM",2509.88056740571
"858",2003,"D16","5-RM",2835.40647512911
"859",2003,"D16","EXEC",2977.83614703114
"860",2003,"D18","2-RM",2545.61128526646
"861",2003,"D18","3-RM",2565.41835953773
"862",2003,"D18","4-RM",2482.87909298292
"863",2003,"D18","5-RM",2652.16809946476
"864",2003,"D18","EXEC",2874.06314942363
"865",2003,"D19","3-RM",2190.1921153855
"866",2003,"D19","4-RM",2366.61091116624
"867",2003,"D19","5-RM",2680.97801456775
"868",2003,"D19","EXEC",2843.49561825111
"869",2003,"D20","2-RM",2427.3569023569
"870",2003,"D20","3-RM",2372.06915142082
"871",2003,"D20","4-RM",2713.63380704453
"872",2003,"D20","5-RM",3083.05478308173
"873",2003,"D20","EXEC",3109.24359889557
"874",2003,"D22","2-RM",1315.78947368421
"875",2003,"D22","3-RM",1963.01875442375
"876",2003,"D22","4-RM",2137.12510718972
"877",2003,"D22","5-RM",2358.62513634618
"878",2003,"D22","EXEC",2624.01552310778
"879",2003,"D23","3-RM",2102.63188166572
"880",2003,"D23","4-RM",2198.61285445494
"881",2003,"D23","5-RM",2492.68837787097
"882",2003,"D23","EXEC",2678.49441231938
"883",2003,"D25","2-RM",2200
"884",2003,"D25","3-RM",1910.75652389569
"885",2003,"D25","4-RM",2122.10283569735
"886",2003,"D25","5-RM",2320.96882138158
"887",2003,"D25","EXEC",2580.26329275473
"888",2003,"D27","3-RM",2101.96997169178
"889",2003,"D27","4-RM",2093.01412378521
"890",2003,"D27","5-RM",2367.25870665748
"891",2003,"D27","EXEC",2569.3819722524
"892",2003,"D3","1-RM",1767.3849496857
"893",2003,"D3","2-RM",1948.36136034307
"894",2003,"D3","3-RM",2522.16365270857
"895",2003,"D3","4-RM",3164.57864019457
"896",2003,"D3","5-RM",3433.11489940042
"897",2003,"D3","EXEC",4032.86340458682
"898",2003,"D5","3-RM",2457.33376074057
"899",2003,"D5","4-RM",2660.60676602369
"900",2003,"D5","5-RM",3039.09652413895
"901",2003,"D5","EXEC",2750.23279451014
"902",2004,"D1","2-RM",2358.18874521705
"903",2004,"D1","3-RM",3190.39494813718
"904",2004,"D1","4-RM",3342.11992153574
"905",2004,"D1","5-RM",2711.04830421377
"906",2004,"D10","3-RM",2895.96382971602
"907",2004,"D10","4-RM",2888.28983516484
"908",2004,"D10","5-RM",3219.48958798833
"909",2004,"D10","EXEC",3219.68970318382
"910",2004,"D12","2-RM",2603.00186731728
"911",2004,"D12","3-RM",2705.37612339915
"912",2004,"D12","4-RM",2688.41515981587
"913",2004,"D12","5-RM",2938.79881534016
"914",2004,"D12","EXEC",2708.53082131465
"915",2004,"D14","2-RM",2323.74602227641
"916",2004,"D14","3-RM",2635.59257491234
"917",2004,"D14","4-RM",2735.11535841739
"918",2004,"D14","5-RM",2873.34611453644
"919",2004,"D14","EXEC",2705.85633088203
"920",2004,"D16","2-RM",2462.78036175711
"921",2004,"D16","3-RM",2694.58842967244
"922",2004,"D16","4-RM",2571.63629196541
"923",2004,"D16","5-RM",2825.14848577345
"924",2004,"D16","EXEC",2731.9937998178
"925",2004,"D18","2-RM",2690.90909090909
"926",2004,"D18","3-RM",2681.18949642484
"927",2004,"D18","4-RM",2495.86274159586
"928",2004,"D18","5-RM",2555.80832125947
"929",2004,"D18","EXEC",2710.22797684492
"930",2004,"D19","3-RM",2436.00207941264
"931",2004,"D19","4-RM",2420.72903758394
"932",2004,"D19","5-RM",2588.8030237135
"933",2004,"D19","EXEC",2669.12106594023
"934",2004,"D20","2-RM",2558.08838383838
"935",2004,"D20","3-RM",2562.12204814462
"936",2004,"D20","4-RM",2748.81936775311
"937",2004,"D20","5-RM",2984.36557371645
"938",2004,"D20","EXEC",3085.71557157623
"939",2004,"D22","3-RM",2326.24443077908
"940",2004,"D22","4-RM",2350.92956344227
"941",2004,"D22","5-RM",2414.81909950955
"942",2004,"D22","EXEC",2501.56014449105
"943",2004,"D23","3-RM",2337.85802611754
"944",2004,"D23","4-RM",2248.65441512236
"945",2004,"D23","5-RM",2437.36124145509
"946",2004,"D23","EXEC",2535.48689170874
"947",2004,"D25","2-RM",2044.44444444444
"948",2004,"D25","3-RM",2209.58461471912
"949",2004,"D25","4-RM",2290.12858945573
"950",2004,"D25","5-RM",2345.37565128305
"951",2004,"D25","EXEC",2461.1431854706
"952",2004,"D27","3-RM",2375.0190424912
"953",2004,"D27","4-RM",2212.95534779419
"954",2004,"D27","5-RM",2400.45453707572
"955",2004,"D27","EXEC",2426.10994983663
"956",2004,"D3","1-RM",2103.37941628264
"957",2004,"D3","2-RM",2299.08411869727
"958",2004,"D3","3-RM",2766.23116699567
"959",2004,"D3","4-RM",3213.9719445888
"960",2004,"D3","5-RM",3314.33629746067
"961",2004,"D3","EXEC",3985.42127478922
"962",2004,"D5","3-RM",2607.67689271787
"963",2004,"D5","4-RM",2704.73517996734
"964",2004,"D5","5-RM",2913.86342583157
"965",2004,"D5","EXEC",2698.48842308274
"966",2005,"D1","2-RM",2416.64177614512
"967",2005,"D1","3-RM",3227.664179531
"968",2005,"D1","4-RM",3301.26050921616
"969",2005,"D1","5-RM",2225.30673212471
"970",2005,"D10","3-RM",2845.43475335545
"971",2005,"D10","4-RM",2856.22702456571
"972",2005,"D10","5-RM",2947.9752637629
"973",2005,"D10","EXEC",2877.48550247103
"974",2005,"D12","2-RM",2659.77541583954
"975",2005,"D12","3-RM",2617.14366303889
"976",2005,"D12","4-RM",2652.81593066246
"977",2005,"D12","5-RM",2783.45525372712
"978",2005,"D12","EXEC",2556.65623841258
"979",2005,"D14","2-RM",2387.0098766277
"980",2005,"D14","3-RM",2610.94698078464
"981",2005,"D14","4-RM",2671.52188958589
"982",2005,"D14","5-RM",2842.83144003493
"983",2005,"D14","EXEC",2693.74491535162
"984",2005,"D16","2-RM",2631.16371590766
"985",2005,"D16","3-RM",2600.74739887627
"986",2005,"D16","4-RM",2545.74783704037
"987",2005,"D16","5-RM",2762.26706656741
"988",2005,"D16","EXEC",2537.68396804706
"989",2005,"D18","2-RM",2727.27272727273
"990",2005,"D18","3-RM",2555.68319101512
"991",2005,"D18","4-RM",2402.83992375321
"992",2005,"D18","5-RM",2404.46635784205
"993",2005,"D18","EXEC",2546.52625347645
"994",2005,"D19","3-RM",2367.78930164463
"995",2005,"D19","4-RM",2419.24397881106
"996",2005,"D19","5-RM",2473.12581285789
"997",2005,"D19","EXEC",2463.74146813787
"998",2005,"D20","2-RM",2628.58383838384
"999",2005,"D20","3-RM",2484.28343459937
"1000",2005,"D20","4-RM",2750.79478005625
"1001",2005,"D20","5-RM",2891.46099214842
"1002",2005,"D20","EXEC",2799.44876872777
"1003",2005,"D22","3-RM",2299.62214608697
"1004",2005,"D22","4-RM",2300.73301669574
"1005",2005,"D22","5-RM",2350.48685871025
"1006",2005,"D22","EXEC",2358.42163763616
"1007",2005,"D23","3-RM",2309.23450407025
"1008",2005,"D23","4-RM",2247.55028457799
"1009",2005,"D23","5-RM",2354.92704326204
"1010",2005,"D23","EXEC",2425.3568692454
"1011",2005,"D25","2-RM",1955.55555555556
"1012",2005,"D25","3-RM",2239.5238971764
"1013",2005,"D25","4-RM",2265.08341442964
"1014",2005,"D25","5-RM",2286.73640491129
"1015",2005,"D25","EXEC",2337.88368493332
"1016",2005,"D27","3-RM",2319.54063049331
"1017",2005,"D27","4-RM",2202.75851489617
"1018",2005,"D27","5-RM",2378.86140169146
"1019",2005,"D27","EXEC",2372.72863139355
"1020",2005,"D3","1-RM",2328.8920056101
"1021",2005,"D3","2-RM",2396.09443381842
"1022",2005,"D3","3-RM",2728.29248289093
"1023",2005,"D3","4-RM",3226.02398055611
"1024",2005,"D3","5-RM",3260.37297336276
"1025",2005,"D3","EXEC",3433.39038544374
"1026",2005,"D5","3-RM",2577.74999327427
"1027",2005,"D5","4-RM",2722.16855434392
"1028",2005,"D5","5-RM",2875.42484281326
"1029",2005,"D5","EXEC",2550.03003706157
"1030",2006,"D1","2-RM",2425.92979173168
"1031",2006,"D1","3-RM",3326.73361056113
"1032",2006,"D1","4-RM",3371.39234080566
"1033",2006,"D1","5-RM",2933.51325931833
"1034",2006,"D10","3-RM",2838.46614945741
"1035",2006,"D10","4-RM",2958.48929299304
"1036",2006,"D10","5-RM",2854.79050046648
"1037",2006,"D10","EXEC",2961.54470579847
"1038",2006,"D12","2-RM",2812.63513940749
"1039",2006,"D12","3-RM",2574.86253417671
"1040",2006,"D12","4-RM",2695.35657502854
"1041",2006,"D12","5-RM",2858.24037944075
"1042",2006,"D12","EXEC",2562.68107401751
"1043",2006,"D14","2-RM",2497.60524109143
"1044",2006,"D14","3-RM",2576.84756351607
"1045",2006,"D14","4-RM",2715.04120804407
"1046",2006,"D14","5-RM",2841.1901020295
"1047",2006,"D14","EXEC",2559.80737139676
"1048",2006,"D16","2-RM",2784.44444444444
"1049",2006,"D16","3-RM",2503.69125759415
"1050",2006,"D16","4-RM",2481.07501327687
"1051",2006,"D16","5-RM",2808.90068571056
"1052",2006,"D16","EXEC",2550.97284767286
"1053",2006,"D18","3-RM",2504.17803633451
"1054",2006,"D18","4-RM",2396.32574138187
"1055",2006,"D18","5-RM",2348.550647008
"1056",2006,"D18","EXEC",2503.01902454864
"1057",2006,"D19","3-RM",2279.56158716658
"1058",2006,"D19","4-RM",2445.2122253766
"1059",2006,"D19","5-RM",2504.91004394868
"1060",2006,"D19","EXEC",2457.47814198602
"1061",2006,"D20","2-RM",2742.57575757576
"1062",2006,"D20","3-RM",2445.30184075466
"1063",2006,"D20","4-RM",2850.99566043544
"1064",2006,"D20","5-RM",2973.31270002324
"1065",2006,"D20","EXEC",2830.80464546262
"1066",2006,"D22","3-RM",2187.39203732925
"1067",2006,"D22","4-RM",2285.69484442631
"1068",2006,"D22","5-RM",2354.48796642712
"1069",2006,"D22","EXEC",2317.41164641421
"1070",2006,"D23","3-RM",2219.38882676115
"1071",2006,"D23","4-RM",2255.88221263334
"1072",2006,"D23","5-RM",2347.63144417719
"1073",2006,"D23","EXEC",2379.81521937446
"1074",2006,"D25","3-RM",2079.8560132665
"1075",2006,"D25","4-RM",2191.91616326734
"1076",2006,"D25","5-RM",2262.77122636508
"1077",2006,"D25","EXEC",2276.43169703647
"1078",2006,"D27","3-RM",2212.85662146855
"1079",2006,"D27","4-RM",2178.80952729504
"1080",2006,"D27","5-RM",2370.91174741122
"1081",2006,"D27","EXEC",2324.48959498725
"1082",2006,"D3","1-RM",2663.70967741935
"1083",2006,"D3","2-RM",2541.26308622558
"1084",2006,"D3","3-RM",2776.75376454032
"1085",2006,"D3","4-RM",3391.31524186197
"1086",2006,"D3","5-RM",3386.00107812365
"1087",2006,"D3","EXEC",3478.36032612132
"1088",2006,"D5","2-RM",2752.84090909091
"1089",2006,"D5","3-RM",2548.81177828687
"1090",2006,"D5","4-RM",2939.14781812281
"1091",2006,"D5","5-RM",3054.03526716205
"1092",2006,"D5","EXEC",2713.55119326193
"1093",2007,"D1","2-RM",2906.04042358759
"1094",2007,"D1","3-RM",3910.11301599985
"1095",2007,"D1","4-RM",4027.91076118795
"1096",2007,"D1","5-RM",3780.13114793738
"1097",2007,"D10","3-RM",3266.95185910218
"1098",2007,"D10","4-RM",3177.75202325764
"1099",2007,"D10","5-RM",3524.59902901584
"1100",2007,"D10","EXEC",3763.284478079
"1101",2007,"D12","2-RM",3134.98730088791
"1102",2007,"D12","3-RM",2843.75070932253
"1103",2007,"D12","4-RM",2960.71284753668
"1104",2007,"D12","5-RM",3237.23154861744
"1105",2007,"D12","EXEC",2756.90035510577
"1106",2007,"D14","2-RM",2806.73425961137
"1107",2007,"D14","3-RM",2829.41212854609
"1108",2007,"D14","4-RM",3081.42904671914
"1109",2007,"D14","5-RM",3195.25940874353
"1110",2007,"D14","EXEC",2931.78298990399
"1111",2007,"D16","2-RM",2971.40385510456
"1112",2007,"D16","3-RM",2739.9740728819
"1113",2007,"D16","4-RM",2716.69100511483
"1114",2007,"D16","5-RM",3108.71951288793
"1115",2007,"D16","EXEC",2815.8058088075
"1116",2007,"D18","2-RM",3418.18181818182
"1117",2007,"D18","3-RM",2676.68319634118
"1118",2007,"D18","4-RM",2561.01106298855
"1119",2007,"D18","5-RM",2522.57267737678
"1120",2007,"D18","EXEC",2705.39453206843
"1121",2007,"D19","3-RM",2493.31940836051
"1122",2007,"D19","4-RM",2646.10215783394
"1123",2007,"D19","5-RM",2746.8248845946
"1124",2007,"D19","EXEC",2741.34471306064
"1125",2007,"D20","2-RM",3097.07954545455
"1126",2007,"D20","3-RM",2629.4064015903
"1127",2007,"D20","4-RM",3145.13488588194
"1128",2007,"D20","5-RM",3336.41282599011
"1129",2007,"D20","EXEC",3286.9189044723
"1130",2007,"D22","3-RM",2324.11854686843
"1131",2007,"D22","4-RM",2392.19501670245
"1132",2007,"D22","5-RM",2474.45399811161
"1133",2007,"D22","EXEC",2498.80630967476
"1134",2007,"D23","3-RM",2341.77523769538
"1135",2007,"D23","4-RM",2412.23185857017
"1136",2007,"D23","5-RM",2515.73469156811
"1137",2007,"D23","EXEC",2490.13197069839
"1138",2007,"D25","2-RM",2396.2962962963
"1139",2007,"D25","3-RM",2184.38728482078
"1140",2007,"D25","4-RM",2329.11642947597
"1141",2007,"D25","5-RM",2346.26100560246
"1142",2007,"D25","EXEC",2308.50720398373
"1143",2007,"D27","3-RM",2327.08674748063
"1144",2007,"D27","4-RM",2297.00741513358
"1145",2007,"D27","5-RM",2485.13865325365
"1146",2007,"D27","EXEC",2413.03957782556
"1147",2007,"D3","1-RM",3146.77419354839
"1148",2007,"D3","2-RM",2922.97785052636
"1149",2007,"D3","3-RM",3146.39954881797
"1150",2007,"D3","4-RM",4030.63337844309
"1151",2007,"D3","5-RM",4096.81769817056
"1152",2007,"D3","EXEC",4189.05748931474
"1153",2007,"D5","2-RM",3193.18181818182
"1154",2007,"D5","3-RM",2814.05757838636
"1155",2007,"D5","4-RM",3370.1310947162
"1156",2007,"D5","5-RM",3473.6984005286
"1157",2007,"D5","EXEC",3225.61610230188
"1158",2008,"D1","2-RM",3581.33182331296
"1159",2008,"D1","3-RM",4687.19306589471
"1160",2008,"D1","4-RM",4669.01607767999
"1161",2008,"D1","5-RM",4394.87442892401
"1162",2008,"D10","3-RM",4337.95817630904
"1163",2008,"D10","4-RM",4243.14134295088
"1164",2008,"D10","5-RM",4448.03576749971
"1165",2008,"D10","EXEC",4438.98219685077
"1166",2008,"D12","2-RM",3713.81103260147
"1167",2008,"D12","3-RM",3477.59610404765
"1168",2008,"D12","4-RM",3660.89270800834
"1169",2008,"D12","5-RM",3836.71487107211
"1170",2008,"D12","EXEC",3544.29166978113
"1171",2008,"D14","2-RM",3426.01989469337
"1172",2008,"D14","3-RM",3511.83339713439
"1173",2008,"D14","4-RM",3833.47436980704
"1174",2008,"D14","5-RM",3972.09787731137
"1175",2008,"D14","EXEC",3320.54243525994
"1176",2008,"D16","2-RM",3620.94715035892
"1177",2008,"D16","3-RM",3378.64315887734
"1178",2008,"D16","4-RM",3348.62659290188
"1179",2008,"D16","5-RM",3812.47390102271
"1180",2008,"D16","EXEC",3246.56230659403
"1181",2008,"D18","2-RM",3781.81818181818
"1182",2008,"D18","3-RM",3274.97006221923
"1183",2008,"D18","4-RM",3093.79243503127
"1184",2008,"D18","5-RM",3028.43184494135
"1185",2008,"D18","EXEC",3278.56153658161
"1186",2008,"D19","3-RM",3100.2989316648
"1187",2008,"D19","4-RM",3193.53738014829
"1188",2008,"D19","5-RM",3289.7937965126
"1189",2008,"D19","EXEC",3288.66775599401
"1190",2008,"D20","2-RM",3560.73975044563
"1191",2008,"D20","3-RM",3349.52892988374
"1192",2008,"D20","4-RM",3762.06457560414
"1193",2008,"D20","5-RM",4073.17723502294
"1194",2008,"D20","EXEC",3839.40212412272
"1195",2008,"D22","3-RM",2888.1420617725
"1196",2008,"D22","4-RM",2857.59388509037
"1197",2008,"D22","5-RM",3007.64637577008
"1198",2008,"D22","EXEC",2925.87323845798
"1199",2008,"D23","3-RM",2939.67404092195
"1200",2008,"D23","4-RM",3013.61171203707
"1201",2008,"D23","5-RM",3061.82216278516
"1202",2008,"D23","EXEC",3024.0970061664
"1203",2008,"D25","2-RM",2897.77777777778
"1204",2008,"D25","3-RM",2641.72922028785
"1205",2008,"D25","4-RM",2735.85809275221
"1206",2008,"D25","5-RM",2730.18827310279
"1207",2008,"D25","EXEC",2644.67432510226
