District.,Property.Type.,Year,avg_psf
D20,NA,2015,508.755191
D20,NA,2017,500.2480514
D20,NA,2019,526.9212367
D20,NA,2020,545.8058882
D20,NA,2021,549.9965626
D22,HDB 2 Rooms,1990,27.38226851
D22,HDB 2 Rooms,1999,121.4262489
D22,HDB 2 Rooms,2000,130.5507298
D22,HDB 2 Rooms,2001,122.2410093
D22,HDB 2 Rooms,2002,108.3868301
D22,HDB 2 Rooms,2003,122.2410093
D22,HDB 2 Rooms,2010,359.0241455
D22,HDB 2 Rooms,2011,433.225256
D22,HDB 2 Rooms,2012,483.9315591
D22,HDB 2 Rooms,2013,486.5285153
D22,HDB 2 Rooms,2014,487.735327
D22,HDB 2 Rooms,2015,430.9400868
D22,HDB 2 Rooms,2016,426.7456034
D22,HDB 2 Rooms,2017,452.1485278
D22,HDB 2 Rooms,2018,451.8742463
D22,HDB 2 Rooms,2019,461.9303698
D22,HDB 2 Rooms,2020,466.5028475
D22,HDB 2 Rooms,2021,521.8237747
D22,HDB 2 Rooms,2022,583.9750927
D22,HDB 3 Rooms,1990,47.61183858
D22,HDB 3 Rooms,1991,51.11296809
D22,HDB 3 Rooms,1992,52.66271859
D22,HDB 3 Rooms,1993,78.11585769
D22,HDB 3 Rooms,1994,110.7227004
D22,HDB 3 Rooms,1995,141.0136859
D22,HDB 3 Rooms,1996,205.1570301
D22,HDB 3 Rooms,1997,224.8555358
D22,HDB 3 Rooms,1998,183.3883828
D22,HDB 3 Rooms,1999,166.1147922
D22,HDB 3 Rooms,2000,187.0047726
D22,HDB 3 Rooms,2001,165.4264257
D22,HDB 3 Rooms,2002,160.9257902
D22,HDB 3 Rooms,2003,182.3705955
D22,HDB 3 Rooms,2004,216.1153918
D22,HDB 3 Rooms,2005,213.6421065
D22,HDB 3 Rooms,2006,203.2155599
D22,HDB 3 Rooms,2007,215.9178869
D22,HDB 3 Rooms,2008,268.3174397
D22,HDB 3 Rooms,2009,302.3325542
D22,HDB 3 Rooms,2010,353.0086668
D22,HDB 3 Rooms,2011,399.60434
D22,HDB 3 Rooms,2012,442.4843175
D22,HDB 3 Rooms,2013,452.2421457
D22,HDB 3 Rooms,2014,422.5952266
D22,HDB 3 Rooms,2015,397.2336973
D22,HDB 3 Rooms,2016,392.8253235
D22,HDB 3 Rooms,2017,371.419409
D22,HDB 3 Rooms,2018,359.2527031
D22,HDB 3 Rooms,2019,350.8272471
D22,HDB 3 Rooms,2020,377.7787021
D22,HDB 3 Rooms,2021,436.5947971
D22,HDB 3 Rooms,2022,470.2211186
D22,HDB 4 Rooms,1990,74.31122668
D22,HDB 4 Rooms,1991,74.51948704
D22,HDB 4 Rooms,1992,82.05737527
D22,HDB 4 Rooms,1993,120.812095
D22,HDB 4 Rooms,1994,152.4851816
D22,HDB 4 Rooms,1995,183.0969285
D22,HDB 4 Rooms,1996,249.8574187
D22,HDB 4 Rooms,1997,257.8586543
D22,HDB 4 Rooms,1998,215.5052029
D22,HDB 4 Rooms,1999,197.6378738
D22,HDB 4 Rooms,2000,205.6475892
D22,HDB 4 Rooms,2001,185.5497943
D22,HDB 4 Rooms,2002,190.2494908
D22,HDB 4 Rooms,2003,198.5455926
D22,HDB 4 Rooms,2004,218.4086946
D22,HDB 4 Rooms,2005,213.7452867
D22,HDB 4 Rooms,2006,212.3481793
D22,HDB 4 Rooms,2007,222.2423882
D22,HDB 4 Rooms,2008,265.4793933
D22,HDB 4 Rooms,2009,296.1691234
D22,HDB 4 Rooms,2010,333.0898992
D22,HDB 4 Rooms,2011,375.2592447
D22,HDB 4 Rooms,2012,402.3159333
D22,HDB 4 Rooms,2013,416.0280964
D22,HDB 4 Rooms,2014,389.969728
D22,HDB 4 Rooms,2015,372.8800814
D22,HDB 4 Rooms,2016,375.0799899
D22,HDB 4 Rooms,2017,363.9308149
D22,HDB 4 Rooms,2018,355.1144725
D22,HDB 4 Rooms,2019,353.3776125
D22,HDB 4 Rooms,2020,368.9516242
D22,HDB 4 Rooms,2021,424.0911207
D22,HDB 4 Rooms,2022,461.0481592
D22,HDB 5 Rooms,1990,88.76666337
D22,HDB 5 Rooms,1991,91.50338401
D22,HDB 5 Rooms,1992,99.80221044
D22,HDB 5 Rooms,1993,149.3218669
D22,HDB 5 Rooms,1994,189.8419123
D22,HDB 5 Rooms,1995,223.4730517
D22,HDB 5 Rooms,1996,286.91704
D22,HDB 5 Rooms,1997,291.1993343
D22,HDB 5 Rooms,1998,240.3889691
D22,HDB 5 Rooms,1999,222.5255275
D22,HDB 5 Rooms,2000,235.5575834
D22,HDB 5 Rooms,2001,213.3438473
D22,HDB 5 Rooms,2002,213.5435509
D22,HDB 5 Rooms,2003,219.1236586
D22,HDB 5 Rooms,2004,224.3442321
D22,HDB 5 Rooms,2005,218.3675864
D22,HDB 5 Rooms,2006,218.7393042
D22,HDB 5 Rooms,2007,229.8844964
D22,HDB 5 Rooms,2008,279.419786
D22,HDB 5 Rooms,2009,302.3329842
D22,HDB 5 Rooms,2010,336.4745268
D22,HDB 5 Rooms,2011,369.6289577
D22,HDB 5 Rooms,2012,398.7898017
D22,HDB 5 Rooms,2013,414.4072521
D22,HDB 5 Rooms,2014,386.6250084
D22,HDB 5 Rooms,2015,373.5237312
D22,HDB 5 Rooms,2016,385.9492229
D22,HDB 5 Rooms,2017,374.8191165
D22,HDB 5 Rooms,2018,362.6868557
D22,HDB 5 Rooms,2019,360.7654575
D22,HDB 5 Rooms,2020,370.2547446
D22,HDB 5 Rooms,2021,413.4922614
D22,HDB 5 Rooms,2022,451.5137733
D22,HDB Executive,1990,107.582721
D22,HDB Executive,1991,108.1505868
D22,HDB Executive,1992,120.5783304
D22,HDB Executive,1993,161.1198613
D22,HDB Executive,1994,206.9669955
D22,HDB Executive,1995,246.9102213
D22,HDB Executive,1996,312.8146271
D22,HDB Executive,1997,313.6287134
D22,HDB Executive,1998,263.0953856
D22,HDB Executive,1999,244.2204942
D22,HDB Executive,2000,269.9796252
D22,HDB Executive,2001,241.6462795
D22,HDB Executive,2002,245.2062345
D22,HDB Executive,2003,243.7792633
D22,HDB Executive,2004,232.4028134
D22,HDB Executive,2005,219.1047491
D22,HDB Executive,2006,215.2947578
D22,HDB Executive,2007,232.1469283
D22,HDB Executive,2008,271.8227706
D22,HDB Executive,2009,292.4623784
D22,HDB Executive,2010,321.1342418
D22,HDB Executive,2011,356.3881398
D22,HDB Executive,2012,394.657466
D22,HDB Executive,2013,409.1194086
D22,HDB Executive,2014,399.0800962
D22,HDB Executive,2015,390.5489894
D22,HDB Executive,2016,391.5446694
D22,HDB Executive,2017,388.879402
D22,HDB Executive,2018,383.5494063
D22,HDB Executive,2019,367.8916601
D22,HDB Executive,2020,382.6870334
D22,HDB Executive,2021,428.3444681
D22,HDB Executive,2022,447.4692596
D23,HDB 2 Rooms,2015,496.8301452
D23,HDB 2 Rooms,2016,497.1933964
D23,HDB 2 Rooms,2017,498.1760019
D23,HDB 2 Rooms,2018,446.6397296
D23,HDB 2 Rooms,2019,460.4745956
D23,HDB 2 Rooms,2020,459.0839213
D23,HDB 2 Rooms,2021,540.22445
D23,HDB 2 Rooms,2022,578.5542415
D23,HDB 3 Rooms,1990,62.4175332
D23,HDB 3 Rooms,1991,62.57293656
D23,HDB 3 Rooms,1992,66.23266847
D23,HDB 3 Rooms,1993,95.90084978
D23,HDB 3 Rooms,1994,118.8977527
D23,HDB 3 Rooms,1995,148.4778105
D23,HDB 3 Rooms,1996,213.8660424
D23,HDB 3 Rooms,1997,236.0148249
D23,HDB 3 Rooms,1998,187.0415557
D23,HDB 3 Rooms,1999,175.428643
D23,HDB 3 Rooms,2000,188.2172783
D23,HDB 3 Rooms,2001,170.5791538
D23,HDB 3 Rooms,2002,170.9451098
D23,HDB 3 Rooms,2003,195.3410938
D23,HDB 3 Rooms,2004,217.1943448
D23,HDB 3 Rooms,2005,214.5351188
D23,HDB 3 Rooms,2006,206.1881558
D23,HDB 3 Rooms,2007,217.5582507
D23,HDB 3 Rooms,2008,273.1049563
D23,HDB 3 Rooms,2009,309.3058413
D23,HDB 3 Rooms,2010,357.759897
D23,HDB 3 Rooms,2011,407.6519429
D23,HDB 3 Rooms,2012,439.4036359
D23,HDB 3 Rooms,2013,450.9427538
D23,HDB 3 Rooms,2014,414.7349132
D23,HDB 3 Rooms,2015,386.8615246
D23,HDB 3 Rooms,2016,377.6310317
D23,HDB 3 Rooms,2017,369.7476392
D23,HDB 3 Rooms,2018,358.4024369
D23,HDB 3 Rooms,2019,360.9828567
D23,HDB 3 Rooms,2020,389.4413744
D23,HDB 3 Rooms,2021,448.2111923
D23,HDB 3 Rooms,2022,493.2256472
D23,HDB 4 Rooms,1990,75.33072487
D23,HDB 4 Rooms,1991,75.35551123
D23,HDB 4 Rooms,1992,82.83467911
D23,HDB 4 Rooms,1993,123.5864662
D23,HDB 4 Rooms,1994,156.2779872
D23,HDB 4 Rooms,1995,187.0023635
D23,HDB 4 Rooms,1996,256.2425715
D23,HDB 4 Rooms,1997,266.4732575
D23,HDB 4 Rooms,1998,221.2058211
D23,HDB 4 Rooms,1999,212.9157259
D23,HDB 4 Rooms,2000,223.4489718
D23,HDB 4 Rooms,2001,203.9116291
D23,HDB 4 Rooms,2002,195.6934964
D23,HDB 4 Rooms,2003,204.2580068
D23,HDB 4 Rooms,2004,208.9070235
D23,HDB 4 Rooms,2005,208.8044493
D23,HDB 4 Rooms,2006,209.5785234
D23,HDB 4 Rooms,2007,224.1038874
D23,HDB 4 Rooms,2008,279.9739612
D23,HDB 4 Rooms,2009,297.8680943
D23,HDB 4 Rooms,2010,330.3736765
D23,HDB 4 Rooms,2011,372.6057886
D23,HDB 4 Rooms,2012,402.9215602
D23,HDB 4 Rooms,2013,414.743067
D23,HDB 4 Rooms,2014,382.9192287
D23,HDB 4 Rooms,2015,352.7665501
D23,HDB 4 Rooms,2016,350.0471309
D23,HDB 4 Rooms,2017,355.6427481
D23,HDB 4 Rooms,2018,345.3300982
D23,HDB 4 Rooms,2019,349.6120157
D23,HDB 4 Rooms,2020,376.7870983
D23,HDB 4 Rooms,2021,435.797632
D23,HDB 4 Rooms,2022,473.5475275
D23,HDB 5 Rooms,1990,92.42607233
D23,HDB 5 Rooms,1991,94.88513253
D23,HDB 5 Rooms,1992,108.7853956
D23,HDB 5 Rooms,1993,156.082787
D23,HDB 5 Rooms,1994,190.3173519
D23,HDB 5 Rooms,1995,226.7242668
D23,HDB 5 Rooms,1996,296.1017824
D23,HDB 5 Rooms,1997,300.5313363
D23,HDB 5 Rooms,1998,259.4876015
D23,HDB 5 Rooms,1999,248.9535938
D23,HDB 5 Rooms,2000,266.8268901
D23,HDB 5 Rooms,2001,242.9683764
D23,HDB 5 Rooms,2002,232.593651
D23,HDB 5 Rooms,2003,231.578553
D23,HDB 5 Rooms,2004,226.4384921
D23,HDB 5 Rooms,2005,218.7800879
D23,HDB 5 Rooms,2006,218.1022902
D23,HDB 5 Rooms,2007,233.7195963
D23,HDB 5 Rooms,2008,284.4528539
D23,HDB 5 Rooms,2009,297.3022961
D23,HDB 5 Rooms,2010,330.1080106
D23,HDB 5 Rooms,2011,367.9431127
D23,HDB 5 Rooms,2012,394.24612
D23,HDB 5 Rooms,2013,412.5150177
D23,HDB 5 Rooms,2014,385.521675
D23,HDB 5 Rooms,2015,359.90289
D23,HDB 5 Rooms,2016,355.989218
D23,HDB 5 Rooms,2017,361.315953
D23,HDB 5 Rooms,2018,355.6246525
D23,HDB 5 Rooms,2019,355.8115129
D23,HDB 5 Rooms,2020,382.370423
D23,HDB 5 Rooms,2021,434.4577195
D23,HDB 5 Rooms,2022,478.3958086
D23,HDB Executive,1990,109.0999715
D23,HDB Executive,1991,114.8739751
D23,HDB Executive,1992,125.7673869
D23,HDB Executive,1993,180.0113971
D23,HDB Executive,1994,221.8146457
D23,HDB Executive,1995,259.6216563
D23,HDB Executive,1996,335.4488621
D23,HDB Executive,1997,333.9935442
D23,HDB Executive,1998,289.0273473
D23,HDB Executive,1999,269.742297
D23,HDB Executive,2000,290.4872801
D23,HDB Executive,2001,266.6988398
D23,HDB Executive,2002,259.7389939
D23,HDB Executive,2003,248.8405103
D23,HDB Executive,2004,235.5546633
D23,HDB Executive,2005,225.3232236
D23,HDB Executive,2006,221.0922852
D23,HDB Executive,2007,231.3410685
D23,HDB Executive,2008,280.9480781
D23,HDB Executive,2009,292.2998922
D23,HDB Executive,2010,329.0655414
D23,HDB Executive,2011,363.8776017
D23,HDB Executive,2012,393.7858809
D23,HDB Executive,2013,417.0711758
D23,HDB Executive,2014,391.5936876
D23,HDB Executive,2015,384.2262768
D23,HDB Executive,2016,380.2506486
D23,HDB Executive,2017,377.7917132
D23,HDB Executive,2018,368.3214691
D23,HDB Executive,2019,373.8239106
D23,HDB Executive,2020,378.0296861
D23,HDB Executive,2021,433.2373718
D23,HDB Executive,2022,471.469067
D24,HDB 3 Rooms,1990,32.1221862
D24,HDB 3 Rooms,1991,40.33880444
D24,HDB 3 Rooms,1992,38.07448973
D24,HDB 3 Rooms,1994,75.31679967
D24,HDB 3 Rooms,1995,91.72209887
D24,HDB 3 Rooms,1996,129.4592109
D24,HDB 3 Rooms,1997,131.5677094
D24,HDB 3 Rooms,1998,114.9079794
D24,HDB 4 Rooms,1990,43.76527095
D24,HDB 4 Rooms,1991,43.62777432
D24,HDB 4 Rooms,1992,39.17632085
D24,HDB 4 Rooms,1993,63.52112153
D24,HDB 4 Rooms,1995,109.1333067
D24,HDB 4 Rooms,1996,149.4281812
D24,HDB 4 Rooms,1997,167.8973235
D24,HDB 4 Rooms,1998,111.931549
D25,HDB 2 Rooms,1995,93.93528368
D25,HDB 2 Rooms,1998,164.128708
D25,HDB 2 Rooms,1999,154.8388595
D25,HDB 2 Rooms,2002,123.8705302
D25,HDB 2 Rooms,2003,204.3868858
D25,HDB 2 Rooms,2004,189.9353394
D25,HDB 2 Rooms,2005,181.6776447
D25,HDB 2 Rooms,2007,222.6233057
D25,HDB 2 Rooms,2008,269.2123673
D25,HDB 2 Rooms,2009,262.1930713
D25,HDB 2 Rooms,2010,427.3543976
D25,HDB 2 Rooms,2011,472.7735765
D25,HDB 2 Rooms,2012,509.1093377
D25,HDB 2 Rooms,2013,530.1673185
D25,HDB 2 Rooms,2014,503.0531065
D25,HDB 2 Rooms,2015,474.8381163
D25,HDB 2 Rooms,2017,388.1288381
D25,HDB 2 Rooms,2018,392.2574532
D25,HDB 2 Rooms,2019,438.0994455
D25,HDB 2 Rooms,2020,447.2857577
D25,HDB 2 Rooms,2021,521.1461101
D25,HDB 2 Rooms,2022,608.5010346
D25,HDB 3 Rooms,1990,41.74294551
D25,HDB 3 Rooms,1991,46.05795104
D25,HDB 3 Rooms,1992,46.80450608
D25,HDB 3 Rooms,1993,68.65016153
D25,HDB 3 Rooms,1994,96.09424112
D25,HDB 3 Rooms,1995,127.4295688
D25,HDB 3 Rooms,1996,190.4641099
D25,HDB 3 Rooms,1997,214.0589231
D25,HDB 3 Rooms,1998,169.786697
D25,HDB 3 Rooms,1999,154.8370864
D25,HDB 3 Rooms,2000,168.1074527
D25,HDB 3 Rooms,2001,159.1303077
D25,HDB 3 Rooms,2002,154.5454655
D25,HDB 3 Rooms,2003,177.5152395
D25,HDB 3 Rooms,2004,205.2773053
D25,HDB 3 Rooms,2005,208.0587817
D25,HDB 3 Rooms,2006,193.2250707
D25,HDB 3 Rooms,2007,202.9364014
D25,HDB 3 Rooms,2008,245.4249368
D25,HDB 3 Rooms,2009,278.5419988
D25,HDB 3 Rooms,2010,327.0151118
D25,HDB 3 Rooms,2011,386.2205003
D25,HDB 3 Rooms,2012,420.747388
D25,HDB 3 Rooms,2013,436.9080045
D25,HDB 3 Rooms,2014,400.4481309
D25,HDB 3 Rooms,2015,373.0185568
D25,HDB 3 Rooms,2016,366.1550068
D25,HDB 3 Rooms,2017,358.7034065
D25,HDB 3 Rooms,2018,356.986622
D25,HDB 3 Rooms,2019,350.2212656
D25,HDB 3 Rooms,2020,360.5118593
D25,HDB 3 Rooms,2021,424.6479932
D25,HDB 3 Rooms,2022,476.7459761
D25,HDB 4 Rooms,1990,59.56504667
D25,HDB 4 Rooms,1991,57.87193736
D25,HDB 4 Rooms,1992,63.14008924
D25,HDB 4 Rooms,1993,96.76702859
D25,HDB 4 Rooms,1994,129.083603
D25,HDB 4 Rooms,1995,159.2511419
D25,HDB 4 Rooms,1996,234.9716065
D25,HDB 4 Rooms,1997,248.0996113
D25,HDB 4 Rooms,1998,202.1138803
D25,HDB 4 Rooms,1999,199.7437665
D25,HDB 4 Rooms,2000,209.5300894
D25,HDB 4 Rooms,2001,196.1850197
D25,HDB 4 Rooms,2002,187.0915128
D25,HDB 4 Rooms,2003,197.1499823
D25,HDB 4 Rooms,2004,212.7601006
D25,HDB 4 Rooms,2005,210.4333235
D25,HDB 4 Rooms,2006,203.6358617
D25,HDB 4 Rooms,2007,216.3821963
D25,HDB 4 Rooms,2008,254.1697895
D25,HDB 4 Rooms,2009,275.1179482
D25,HDB 4 Rooms,2010,311.1253022
D25,HDB 4 Rooms,2011,353.261743
D25,HDB 4 Rooms,2012,381.3580874
D25,HDB 4 Rooms,2013,394.5923011
D25,HDB 4 Rooms,2014,364.3867529
D25,HDB 4 Rooms,2015,343.211543
D25,HDB 4 Rooms,2016,339.3791493
D25,HDB 4 Rooms,2017,332.223128
D25,HDB 4 Rooms,2018,321.6519265
D25,HDB 4 Rooms,2019,325.7991104
D25,HDB 4 Rooms,2020,341.3569708
D25,HDB 4 Rooms,2021,399.9154926
D25,HDB 4 Rooms,2022,452.1108554
D25,HDB 5 Rooms,1990,66.5619598
D25,HDB 5 Rooms,1991,69.50802219
D25,HDB 5 Rooms,1992,77.80355324
D25,HDB 5 Rooms,1993,118.9149561
D25,HDB 5 Rooms,1994,158.5722195
D25,HDB 5 Rooms,1995,202.6179197
D25,HDB 5 Rooms,1996,268.8942145
D25,HDB 5 Rooms,1997,270.8103377
D25,HDB 5 Rooms,1998,232.3279679
D25,HDB 5 Rooms,1999,226.942652
D25,HDB 5 Rooms,2000,235.3410585
D25,HDB 5 Rooms,2001,221.3565139
D25,HDB 5 Rooms,2002,211.7881065
D25,HDB 5 Rooms,2003,215.6252564
D25,HDB 5 Rooms,2004,217.8927172
D25,HDB 5 Rooms,2005,212.444965
D25,HDB 5 Rooms,2006,210.2185072
D25,HDB 5 Rooms,2007,217.9749541
D25,HDB 5 Rooms,2008,253.6430498
D25,HDB 5 Rooms,2009,269.5368743
D25,HDB 5 Rooms,2010,297.8865621
D25,HDB 5 Rooms,2011,329.2066907
D25,HDB 5 Rooms,2012,356.9000703
D25,HDB 5 Rooms,2013,370.471581
D25,HDB 5 Rooms,2014,346.942191
D25,HDB 5 Rooms,2015,331.285462
D25,HDB 5 Rooms,2016,332.0711029
D25,HDB 5 Rooms,2017,323.574113
D25,HDB 5 Rooms,2018,316.0291174
D25,HDB 5 Rooms,2019,313.6854066
D25,HDB 5 Rooms,2020,328.5760799
D25,HDB 5 Rooms,2021,387.5205152
D25,HDB 5 Rooms,2022,434.8999037
D25,HDB Executive,1992,114.1003725
D25,HDB Executive,1993,159.3544825
D25,HDB Executive,1994,194.7406377
D25,HDB Executive,1995,233.2007182
D25,HDB Executive,1996,341.6595371
D25,HDB Executive,1997,318.8375341
D25,HDB Executive,1998,252.092643
D25,HDB Executive,1999,231.3504683
D25,HDB Executive,2000,254.6071045
D25,HDB Executive,2001,247.3093004
D25,HDB Executive,2002,241.8082279
D25,HDB Executive,2003,239.7145421
D25,HDB Executive,2004,228.6478947
D25,HDB Executive,2005,217.1966778
D25,HDB Executive,2006,211.4876293
D25,HDB Executive,2007,214.4675465
D25,HDB Executive,2008,245.6985339
D25,HDB Executive,2009,256.5296171
D25,HDB Executive,2010,288.9134079
D25,HDB Executive,2011,327.9224648
D25,HDB Executive,2012,366.6397404
D25,HDB Executive,2013,385.8816302
D25,HDB Executive,2014,372.0957387
D25,HDB Executive,2015,362.7943743
D25,HDB Executive,2016,360.7024672
D25,HDB Executive,2017,360.8941494
D25,HDB Executive,2018,353.1450273
D25,HDB Executive,2019,353.7656262
D25,HDB Executive,2020,360.564589
D25,HDB Executive,2021,413.3515039
D25,HDB Executive,2022,460.5095314
D27,HDB 2 Rooms,2014,557.4187794
D27,HDB 2 Rooms,2016,520.2286243
D27,HDB 2 Rooms,2017,485.7984958
D27,HDB 2 Rooms,2018,468.9084192
D27,HDB 2 Rooms,2019,449.4144602
D27,HDB 2 Rooms,2020,456.5783086
D27,HDB 2 Rooms,2021,521.5080881
D27,HDB 2 Rooms,2022,619.6456184
D27,HDB 3 Rooms,1990,55.07455835
D27,HDB 3 Rooms,1991,56.64896387
D27,HDB 3 Rooms,1992,62.23050397
D27,HDB 3 Rooms,1993,96.57606945
D27,HDB 3 Rooms,1994,122.4624788
D27,HDB 3 Rooms,1995,156.71898
D27,HDB 3 Rooms,1996,222.3618179
D27,HDB 3 Rooms,1997,250.4624239
D27,HDB 3 Rooms,1998,197.1507957
D27,HDB 3 Rooms,1999,185.7820926
D27,HDB 3 Rooms,2000,197.8124689
D27,HDB 3 Rooms,2001,181.8403727
D27,HDB 3 Rooms,2002,175.9616841
D27,HDB 3 Rooms,2003,195.2796192
D27,HDB 3 Rooms,2004,220.646739
D27,HDB 3 Rooms,2005,215.4926168
D27,HDB 3 Rooms,2006,205.5813302
D27,HDB 3 Rooms,2007,216.1936707
D27,HDB 3 Rooms,2008,264.9358876
D27,HDB 3 Rooms,2009,302.6646226
D27,HDB 3 Rooms,2010,351.6617649
D27,HDB 3 Rooms,2011,400.571966
D27,HDB 3 Rooms,2012,441.2170622
D27,HDB 3 Rooms,2013,452.4242746
D27,HDB 3 Rooms,2014,413.7338798
D27,HDB 3 Rooms,2015,392.4162246
D27,HDB 3 Rooms,2016,391.9018318
D27,HDB 3 Rooms,2017,379.8324353
D27,HDB 3 Rooms,2018,361.3391615
D27,HDB 3 Rooms,2019,372.261653
D27,HDB 3 Rooms,2020,386.8785319
D27,HDB 3 Rooms,2021,447.1415985
D27,HDB 3 Rooms,2022,507.8419839
D27,HDB 4 Rooms,1990,66.28234519
D27,HDB 4 Rooms,1991,68.29427938
D27,HDB 4 Rooms,1992,74.03611188
D27,HDB 4 Rooms,1993,123.357257
D27,HDB 4 Rooms,1994,158.2344226
D27,HDB 4 Rooms,1995,193.5197925
D27,HDB 4 Rooms,1996,260.523841
D27,HDB 4 Rooms,1997,269.7906688
D27,HDB 4 Rooms,1998,221.6788931
D27,HDB 4 Rooms,1999,209.8690521
D27,HDB 4 Rooms,2000,216.501301
D27,HDB 4 Rooms,2001,193.7597847
D27,HDB 4 Rooms,2002,182.1354664
D27,HDB 4 Rooms,2003,194.4475688
D27,HDB 4 Rooms,2004,205.5904782
D27,HDB 4 Rooms,2005,204.643156
D27,HDB 4 Rooms,2006,202.4182216
D27,HDB 4 Rooms,2007,213.399177
D27,HDB 4 Rooms,2008,256.0394457
D27,HDB 4 Rooms,2009,287.1768934
D27,HDB 4 Rooms,2010,323.8876
D27,HDB 4 Rooms,2011,370.118781
D27,HDB 4 Rooms,2012,403.2010931
D27,HDB 4 Rooms,2013,415.95623
D27,HDB 4 Rooms,2014,379.671132
D27,HDB 4 Rooms,2015,359.4017744
D27,HDB 4 Rooms,2016,363.8061133
D27,HDB 4 Rooms,2017,351.8660104
D27,HDB 4 Rooms,2018,339.4449257
D27,HDB 4 Rooms,2019,360.8687594
D27,HDB 4 Rooms,2020,370.0771676
D27,HDB 4 Rooms,2021,428.0080999
D27,HDB 4 Rooms,2022,473.6590384
D27,HDB 5 Rooms,1990,83.88683561
D27,HDB 5 Rooms,1991,87.62875379
D27,HDB 5 Rooms,1992,98.12806947
D27,HDB 5 Rooms,1993,155.470093
D27,HDB 5 Rooms,1994,201.3978654
D27,HDB 5 Rooms,1995,243.2667645
D27,HDB 5 Rooms,1996,312.0995899
D27,HDB 5 Rooms,1997,308.9939317
D27,HDB 5 Rooms,1998,262.1675682
D27,HDB 5 Rooms,1999,245.8203426
D27,HDB 5 Rooms,2000,251.9780948
D27,HDB 5 Rooms,2001,226.0525077
D27,HDB 5 Rooms,2002,213.096132
D27,HDB 5 Rooms,2003,219.9256975
D27,HDB 5 Rooms,2004,223.0097375
D27,HDB 5 Rooms,2005,221.003641
D27,HDB 5 Rooms,2006,220.2650957
D27,HDB 5 Rooms,2007,230.8771569
D27,HDB 5 Rooms,2008,272.4206602
D27,HDB 5 Rooms,2009,290.7707942
D27,HDB 5 Rooms,2010,322.1424643
D27,HDB 5 Rooms,2011,356.7667572
D27,HDB 5 Rooms,2012,388.0835124
D27,HDB 5 Rooms,2013,396.3132617
D27,HDB 5 Rooms,2014,367.1541713
D27,HDB 5 Rooms,2015,347.9286741
D27,HDB 5 Rooms,2016,344.9874482
D27,HDB 5 Rooms,2017,343.4937824
D27,HDB 5 Rooms,2018,335.6232164
D27,HDB 5 Rooms,2019,361.1229634
D27,HDB 5 Rooms,2020,374.7634482
D27,HDB 5 Rooms,2021,422.5413529
D27,HDB 5 Rooms,2022,480.272832
D27,HDB Executive,1990,101.5398271
D27,HDB Executive,1991,104.8269933
D27,HDB Executive,1992,123.4379703
D27,HDB Executive,1993,182.1872812
D27,HDB Executive,1994,229.3577245
D27,HDB Executive,1995,273.4014805
D27,HDB Executive,1996,347.2666327
D27,HDB Executive,1997,340.5682917
D27,HDB Executive,1998,288.6439947
D27,HDB Executive,1999,263.9764046
D27,HDB Executive,2000,270.7638095
D27,HDB Executive,2001,248.7351321
D27,HDB Executive,2002,237.6780675
D27,HDB Executive,2003,238.703694
D27,HDB Executive,2004,225.3931716
D27,HDB Executive,2005,220.4339196
D27,HDB Executive,2006,215.9523631
D27,HDB Executive,2007,224.1789023
D27,HDB Executive,2008,260.2585549
D27,HDB Executive,2009,278.1515781
D27,HDB Executive,2010,311.457645
D27,HDB Executive,2011,349.6557319
D27,HDB Executive,2012,378.7296573
D27,HDB Executive,2013,399.8889186
D27,HDB Executive,2014,368.1616616
D27,HDB Executive,2015,359.3844408
D27,HDB Executive,2016,357.6548439
D27,HDB Executive,2017,350.1079864
D27,HDB Executive,2018,346.5687229
D27,HDB Executive,2019,346.8788671
D27,HDB Executive,2020,361.2057263
D27,HDB Executive,2021,411.4486956
D27,HDB Executive,2022,463.0788068
D27,NA,1991,97.12743522
D27,NA,1992,117.7070462
D27,NA,1993,152.1415244
D27,NA,1994,211.6660009
D27,NA,1995,260.5556781
D27,NA,1996,333.4229461
D27,NA,1997,333.5881487
D27,NA,1998,281.6222512
D27,NA,1999,252.7117352
D27,NA,2000,255.4171152
D27,NA,2001,251.5679145
D27,NA,2002,242.5960851
D27,NA,2003,223.6764954
D27,NA,2004,220.7313334
D27,NA,2005,219.5375282
D27,NA,2006,206.642806
D27,NA,2007,216.8181692
D27,NA,2008,266.4480346
D27,NA,2009,273.5500807
D27,NA,2010,329.9348981
D27,NA,2011,373.5638337
D27,NA,2012,393.6122904
D27,NA,2013,434.0423081
D27,NA,2014,427.7188875
D27,NA,2016,392.2363951
D27,NA,2017,395.694869
D27,NA,2018,421.0761073
D27,NA,2019,424.2168266
D27,NA,2020,421.3835134
D27,NA,2021,457.7541597
D27,NA,2022,500.7060638
D3,NA,1990,25.11186466
D3,NA,1991,28.34286106
D3,NA,1992,30.03962444
D3,NA,1993,51.52511548
D3,NA,1994,72.01174502
D3,NA,1995,104.6229526
D3,NA,1996,156.0572898
D3,NA,1997,199.8733121
D3,NA,1998,146.9367357
D3,NA,1999,128.1244368
D3,NA,2000,150.3065705
D3,NA,2001,126.1505874
D3,NA,2002,137.5173919
D3,NA,2003,164.1955443
D3,NA,2004,195.4104084
D3,NA,2005,216.3611702
