District.,Property.Type.,Year,avg_psf
D16,HDB 2 Rooms,2020,445.0026984
D16,HDB 2 Rooms,2021,521.1761072
D16,HDB 2 Rooms,2022,556.5584965
D16,HDB 3 Rooms,1990,57.72966782
D16,HDB 3 Rooms,1991,59.37489261
D16,HDB 3 Rooms,1992,65.89700306
D16,HDB 3 Rooms,1993,97.61496344
D16,HDB 3 Rooms,1994,130.4011255
D16,HDB 3 Rooms,1995,169.1261336
D16,HDB 3 Rooms,1996,243.3354894
D16,HDB 3 Rooms,1997,277.7869561
D16,HDB 3 Rooms,1998,219.1657872
D16,HDB 3 Rooms,1999,206.7356648
D16,HDB 3 Rooms,2000,226.2221206
D16,HDB 3 Rooms,2001,210.0394779
D16,HDB 3 Rooms,2002,206.5865339
D16,HDB 3 Rooms,2003,230.3451466
D16,HDB 3 Rooms,2004,250.3357155
D16,HDB 3 Rooms,2005,241.617582
D16,HDB 3 Rooms,2006,232.6007528
D16,HDB 3 Rooms,2007,254.5521792
D16,HDB 3 Rooms,2008,313.8865186
D16,HDB 3 Rooms,2009,344.5004641
D16,HDB 3 Rooms,2010,395.8793376
D16,HDB 3 Rooms,2011,447.5094683
D16,HDB 3 Rooms,2012,483.7247439
D16,HDB 3 Rooms,2013,495.7422336
D16,HDB 3 Rooms,2014,470.8026137
D16,HDB 3 Rooms,2015,437.3471862
D16,HDB 3 Rooms,2016,436.3336418
D16,HDB 3 Rooms,2017,433.1143781
D16,HDB 3 Rooms,2018,418.918631
D16,HDB 3 Rooms,2019,399.2946801
D16,HDB 3 Rooms,2020,407.4583517
D16,HDB 3 Rooms,2021,460.3743009
D16,HDB 3 Rooms,2022,495.3211065
D16,HDB 4 Rooms,1990,77.15735825
D16,HDB 4 Rooms,1991,79.63022161
D16,HDB 4 Rooms,1992,86.67747266
D16,HDB 4 Rooms,1993,130.5910287
D16,HDB 4 Rooms,1994,177.1995782
D16,HDB 4 Rooms,1995,217.3426478
D16,HDB 4 Rooms,1996,294.4702337
D16,HDB 4 Rooms,1997,307.6001706
D16,HDB 4 Rooms,1998,254.1374203
D16,HDB 4 Rooms,1999,240.3292651
D16,HDB 4 Rooms,2000,256.1437155
D16,HDB 4 Rooms,2001,230.426635
D16,HDB 4 Rooms,2002,220.9429613
D16,HDB 4 Rooms,2003,233.1757485
D16,HDB 4 Rooms,2004,238.9130595
D16,HDB 4 Rooms,2005,236.5079441
D16,HDB 4 Rooms,2006,230.4996129
D16,HDB 4 Rooms,2007,252.3890911
D16,HDB 4 Rooms,2008,311.0979056
D16,HDB 4 Rooms,2009,335.644021
D16,HDB 4 Rooms,2010,379.3971055
D16,HDB 4 Rooms,2011,427.9412412
D16,HDB 4 Rooms,2012,459.3102554
D16,HDB 4 Rooms,2013,484.7756504
D16,HDB 4 Rooms,2014,464.7672312
D16,HDB 4 Rooms,2015,443.8917134
D16,HDB 4 Rooms,2016,439.2937097
D16,HDB 4 Rooms,2017,451.5662884
D16,HDB 4 Rooms,2018,445.1633926
D16,HDB 4 Rooms,2019,432.3107724
D16,HDB 4 Rooms,2020,451.1449691
D16,HDB 4 Rooms,2021,491.0266072
D16,HDB 4 Rooms,2022,515.2911159
D16,HDB 5 Rooms,1990,99.27602653
D16,HDB 5 Rooms,1991,105.7885949
D16,HDB 5 Rooms,1992,112.8297698
D16,HDB 5 Rooms,1993,175.567927
D16,HDB 5 Rooms,1994,222.6464644
D16,HDB 5 Rooms,1995,268.3683113
D16,HDB 5 Rooms,1996,345.7244222
D16,HDB 5 Rooms,1997,349.6115431
D16,HDB 5 Rooms,1998,290.9807887
D16,HDB 5 Rooms,1999,276.1504515
D16,HDB 5 Rooms,2000,296.1787017
D16,HDB 5 Rooms,2001,275.3705943
D16,HDB 5 Rooms,2002,266.909592
D16,HDB 5 Rooms,2003,263.418133
D16,HDB 5 Rooms,2004,262.4651461
D16,HDB 5 Rooms,2005,256.6232533
D16,HDB 5 Rooms,2006,260.9556786
D16,HDB 5 Rooms,2007,288.8097668
D16,HDB 5 Rooms,2008,354.1907371
D16,HDB 5 Rooms,2009,354.4101433
D16,HDB 5 Rooms,2010,394.8468223
D16,HDB 5 Rooms,2011,434.6856474
D16,HDB 5 Rooms,2012,479.677311
D16,HDB 5 Rooms,2013,495.5726847
D16,HDB 5 Rooms,2014,479.1823546
D16,HDB 5 Rooms,2015,467.2033283
D16,HDB 5 Rooms,2016,462.4084626
D16,HDB 5 Rooms,2017,464.370688
D16,HDB 5 Rooms,2018,476.5591448
D16,HDB 5 Rooms,2019,453.6921502
D16,HDB 5 Rooms,2020,470.3110436
D16,HDB 5 Rooms,2021,503.3366549
D16,HDB 5 Rooms,2022,539.1411504
D16,HDB Executive,1990,125.1163902
D16,HDB Executive,1991,124.8981077
D16,HDB Executive,1992,134.4709656
D16,HDB Executive,1993,190.6254738
D16,HDB Executive,1994,237.4237962
D16,HDB Executive,1995,295.2959074
D16,HDB Executive,1996,353.3158298
D16,HDB Executive,1997,362.9568942
D16,HDB Executive,1998,319.3831502
D16,HDB Executive,1999,301.6324141
D16,HDB Executive,2000,328.6299957
D16,HDB Executive,2001,302.039471
D16,HDB Executive,2002,280.9568236
D16,HDB Executive,2003,276.6503048
D16,HDB Executive,2004,253.8107641
D16,HDB Executive,2005,235.7588425
D16,HDB Executive,2006,236.9933822
D16,HDB Executive,2007,261.5971626
D16,HDB Executive,2008,301.6157612
D16,HDB Executive,2009,313.4568982
D16,HDB Executive,2010,352.9278984
D16,HDB Executive,2011,394.5124134
D16,HDB Executive,2012,428.2531712
D16,HDB Executive,2013,457.9704625
D16,HDB Executive,2014,430.3550138
D16,HDB Executive,2015,442.048576
D16,HDB Executive,2016,451.0565408
D16,HDB Executive,2017,460.7193831
D16,HDB Executive,2018,456.3775239
D16,HDB Executive,2019,449.0812285
D16,HDB Executive,2020,449.1607662
D16,HDB Executive,2021,497.0266109
D16,HDB Executive,2022,528.291247
D18,HDB 2 Rooms,1998,211.1437304
D18,HDB 2 Rooms,1999,214.6848261
D18,HDB 2 Rooms,2000,228.0353775
D18,HDB 2 Rooms,2002,233.1023142
D18,HDB 2 Rooms,2003,236.495601
D18,HDB 2 Rooms,2004,249.9939613
D18,HDB 2 Rooms,2005,253.3719191
D18,HDB 2 Rooms,2007,317.5596206
D18,HDB 2 Rooms,2008,351.3429147
D18,HDB 2 Rooms,2009,354.8181112
D18,HDB 2 Rooms,2010,433.2662882
D18,HDB 2 Rooms,2011,441.7121118
D18,HDB 2 Rooms,2016,492.9811685
D18,HDB 2 Rooms,2017,510.5184924
D18,HDB 2 Rooms,2018,545.7809472
D18,HDB 2 Rooms,2019,529.2581467
D18,HDB 2 Rooms,2020,519.8991537
D18,HDB 2 Rooms,2021,578.2252715
D18,HDB 2 Rooms,2022,643.0739897
D18,HDB 3 Rooms,1990,65.22243857
D18,HDB 3 Rooms,1991,66.41659573
D18,HDB 3 Rooms,1992,69.84506689
D18,HDB 3 Rooms,1993,96.92762112
D18,HDB 3 Rooms,1994,128.5485427
D18,HDB 3 Rooms,1995,167.2813778
D18,HDB 3 Rooms,1996,245.6401371
D18,HDB 3 Rooms,1997,273.0221551
D18,HDB 3 Rooms,1998,222.8704861
D18,HDB 3 Rooms,1999,217.2644677
D18,HDB 3 Rooms,2000,239.0105273
D18,HDB 3 Rooms,2001,223.8788471
D18,HDB 3 Rooms,2002,220.6970515
D18,HDB 3 Rooms,2003,238.3354198
D18,HDB 3 Rooms,2004,249.0909317
D18,HDB 3 Rooms,2005,237.4309771
D18,HDB 3 Rooms,2006,232.6459946
D18,HDB 3 Rooms,2007,248.6722518
D18,HDB 3 Rooms,2008,304.2549921
D18,HDB 3 Rooms,2009,329.0588684
D18,HDB 3 Rooms,2010,381.24709
D18,HDB 3 Rooms,2011,432.9119278
D18,HDB 3 Rooms,2012,472.867083
D18,HDB 3 Rooms,2013,480.1815894
D18,HDB 3 Rooms,2014,447.4022529
D18,HDB 3 Rooms,2015,422.5461148
D18,HDB 3 Rooms,2016,421.1697342
D18,HDB 3 Rooms,2017,423.108812
D18,HDB 3 Rooms,2018,428.0115711
D18,HDB 3 Rooms,2019,442.5314061
D18,HDB 3 Rooms,2020,456.0484987
D18,HDB 3 Rooms,2021,495.9142407
D18,HDB 3 Rooms,2022,536.764832
D18,HDB 4 Rooms,1990,76.86687647
D18,HDB 4 Rooms,1991,78.76467367
D18,HDB 4 Rooms,1992,87.39731743
D18,HDB 4 Rooms,1993,125.6675241
D18,HDB 4 Rooms,1994,170.7643666
D18,HDB 4 Rooms,1995,211.8118065
D18,HDB 4 Rooms,1996,297.5037074
D18,HDB 4 Rooms,1997,306.497198
D18,HDB 4 Rooms,1998,256.3244848
D18,HDB 4 Rooms,1999,245.0040261
D18,HDB 4 Rooms,2000,257.8091472
D18,HDB 4 Rooms,2001,237.6915625
D18,HDB 4 Rooms,2002,225.9700074
D18,HDB 4 Rooms,2003,230.6672494
D18,HDB 4 Rooms,2004,231.8734527
D18,HDB 4 Rooms,2005,223.231341
D18,HDB 4 Rooms,2006,222.6261568
D18,HDB 4 Rooms,2007,237.9259414
D18,HDB 4 Rooms,2008,287.4230089
D18,HDB 4 Rooms,2009,307.7102146
D18,HDB 4 Rooms,2010,344.6764276
D18,HDB 4 Rooms,2011,386.762205
D18,HDB 4 Rooms,2012,417.363567
D18,HDB 4 Rooms,2013,426.3002178
D18,HDB 4 Rooms,2014,402.4712623
D18,HDB 4 Rooms,2015,382.5117506
D18,HDB 4 Rooms,2016,387.8440695
D18,HDB 4 Rooms,2017,388.8250025
D18,HDB 4 Rooms,2018,386.9710152
D18,HDB 4 Rooms,2019,405.4806885
D18,HDB 4 Rooms,2020,426.4528112
D18,HDB 4 Rooms,2021,459.64969
D18,HDB 4 Rooms,2022,490.6590612
D18,HDB 5 Rooms,1990,94.70489321
D18,HDB 5 Rooms,1991,94.820847
D18,HDB 5 Rooms,1992,107.5400144
D18,HDB 5 Rooms,1993,160.5421562
D18,HDB 5 Rooms,1994,208.4618705
D18,HDB 5 Rooms,1995,254.9458756
D18,HDB 5 Rooms,1996,336.0613551
D18,HDB 5 Rooms,1997,332.1393788
D18,HDB 5 Rooms,1998,280.1726381
D18,HDB 5 Rooms,1999,267.6963233
D18,HDB 5 Rooms,2000,285.5042708
D18,HDB 5 Rooms,2001,265.2770311
D18,HDB 5 Rooms,2002,250.9778598
D18,HDB 5 Rooms,2003,246.3947508
D18,HDB 5 Rooms,2004,237.4426081
D18,HDB 5 Rooms,2005,223.3824348
D18,HDB 5 Rooms,2006,218.1876941
D18,HDB 5 Rooms,2007,234.3548957
D18,HDB 5 Rooms,2008,281.3508246
D18,HDB 5 Rooms,2009,293.8774892
D18,HDB 5 Rooms,2010,323.7347811
D18,HDB 5 Rooms,2011,366.6513612
D18,HDB 5 Rooms,2012,397.1520639
D18,HDB 5 Rooms,2013,409.3509397
D18,HDB 5 Rooms,2014,414.592097
D18,HDB 5 Rooms,2015,383.6655411
D18,HDB 5 Rooms,2016,394.4226136
D18,HDB 5 Rooms,2017,397.9776956
D18,HDB 5 Rooms,2018,395.9304862
D18,HDB 5 Rooms,2019,403.3173476
D18,HDB 5 Rooms,2020,415.9077452
D18,HDB 5 Rooms,2021,455.7230627
D18,HDB 5 Rooms,2022,481.8587949
D18,HDB Executive,1990,108.6976063
D18,HDB Executive,1991,117.2267043
D18,HDB Executive,1992,129.5858002
D18,HDB Executive,1993,193.3438159
D18,HDB Executive,1994,240.7387644
D18,HDB Executive,1995,288.6073185
D18,HDB Executive,1996,377.3707686
D18,HDB Executive,1997,372.5614315
D18,HDB Executive,1998,309.7856526
D18,HDB Executive,1999,290.0769564
D18,HDB Executive,2000,320.8169974
D18,HDB Executive,2001,302.0430992
D18,HDB Executive,2002,283.4570511
D18,HDB Executive,2003,267.0094907
D18,HDB Executive,2004,251.7886588
D18,HDB Executive,2005,236.5802647
D18,HDB Executive,2006,232.5383081
D18,HDB Executive,2007,251.3396289
D18,HDB Executive,2008,304.5886177
D18,HDB Executive,2009,308.621725
D18,HDB Executive,2010,336.1728556
D18,HDB Executive,2011,376.2994257
D18,HDB Executive,2012,413.1880769
D18,HDB Executive,2013,426.7847179
D18,HDB Executive,2014,413.5288565
D18,HDB Executive,2015,403.0090002
D18,HDB Executive,2016,400.3251751
D18,HDB Executive,2017,403.1915147
D18,HDB Executive,2018,413.9171539
D18,HDB Executive,2019,410.4226288
D18,HDB Executive,2020,416.0213177
D18,HDB Executive,2021,450.3539591
D18,HDB Executive,2022,505.367395
D18,NA,1992,132.4399149
D18,NA,1993,173.5480789
D18,NA,1994,230.1983313
D18,NA,1995,265.8376611
D18,NA,1996,357.8654693
D18,NA,1997,350.3102036
D18,NA,1998,297.4561795
D18,NA,1999,267.4362143
D18,NA,2000,304.1023368
D18,NA,2001,281.6009996
D18,NA,2002,255.2457752
D18,NA,2003,252.566449
D18,NA,2004,236.7351362
D18,NA,2005,249.0472784
D18,NA,2006,246.334507
D18,NA,2007,260.5873568
D18,NA,2008,297.8156616
D18,NA,2009,295.4988434
D18,NA,2010,346.275049
D18,NA,2011,396.3869973
D18,NA,2012,453.6190414
D18,NA,2013,478.5073254
D18,NA,2016,457.7996823
D18,NA,2017,514.0636758
D18,NA,2018,501.9871979
D18,NA,2019,472.9103764
D18,NA,2020,470.9199268
D18,NA,2021,474.9984903
D18,NA,2022,518.4840067
D19,HDB 2 Rooms,2012,518.967103
D19,HDB 2 Rooms,2013,552.2573912
D19,HDB 2 Rooms,2014,531.6126125
D19,HDB 2 Rooms,2015,518.8811676
D19,HDB 2 Rooms,2016,524.7505706
D19,HDB 2 Rooms,2017,513.5822827
D19,HDB 2 Rooms,2018,494.8704165
D19,HDB 2 Rooms,2019,483.8894249
D19,HDB 2 Rooms,2020,495.6948279
D19,HDB 2 Rooms,2021,552.3831024
D19,HDB 2 Rooms,2022,632.4501116
D19,HDB 3 Rooms,1990,59.66726657
D19,HDB 3 Rooms,1991,60.22069374
D19,HDB 3 Rooms,1992,64.46210636
D19,HDB 3 Rooms,1993,93.99754708
D19,HDB 3 Rooms,1994,124.8047275
D19,HDB 3 Rooms,1995,159.2137572
D19,HDB 3 Rooms,1996,231.9513058
D19,HDB 3 Rooms,1997,255.7636716
D19,HDB 3 Rooms,1998,202.6337566
D19,HDB 3 Rooms,1999,193.2819932
D19,HDB 3 Rooms,2000,205.0308728
D19,HDB 3 Rooms,2001,185.0953257
D19,HDB 3 Rooms,2002,179.6701393
D19,HDB 3 Rooms,2003,203.4757285
D19,HDB 3 Rooms,2004,226.3122404
D19,HDB 3 Rooms,2005,219.97506
D19,HDB 3 Rooms,2006,211.7784584
D19,HDB 3 Rooms,2007,231.6372417
D19,HDB 3 Rooms,2008,288.027508
D19,HDB 3 Rooms,2009,318.5140117
D19,HDB 3 Rooms,2010,367.7412866
D19,HDB 3 Rooms,2011,424.8082267
D19,HDB 3 Rooms,2012,465.0793995
D19,HDB 3 Rooms,2013,483.7823281
D19,HDB 3 Rooms,2014,450.9623589
D19,HDB 3 Rooms,2015,419.7499826
D19,HDB 3 Rooms,2016,423.308884
D19,HDB 3 Rooms,2017,424.9506772
D19,HDB 3 Rooms,2018,430.3495684
D19,HDB 3 Rooms,2019,437.0978552
D19,HDB 3 Rooms,2020,459.0927412
D19,HDB 3 Rooms,2021,507.3419804
D19,HDB 3 Rooms,2022,555.318011
D19,HDB 4 Rooms,1990,78.45495282
D19,HDB 4 Rooms,1991,78.14025326
D19,HDB 4 Rooms,1992,83.92653561
D19,HDB 4 Rooms,1993,128.3547855
D19,HDB 4 Rooms,1994,167.5288095
D19,HDB 4 Rooms,1995,204.8181871
D19,HDB 4 Rooms,1996,274.08157
D19,HDB 4 Rooms,1997,287.6229831
D19,HDB 4 Rooms,1998,239.5047564
D19,HDB 4 Rooms,1999,229.8179192
D19,HDB 4 Rooms,2000,241.9293917
D19,HDB 4 Rooms,2001,223.3850501
D19,HDB 4 Rooms,2002,213.6489505
D19,HDB 4 Rooms,2003,219.8655569
D19,HDB 4 Rooms,2004,224.8933136
D19,HDB 4 Rooms,2005,224.7553346
D19,HDB 4 Rooms,2006,227.1678764
D19,HDB 4 Rooms,2007,245.8311637
D19,HDB 4 Rooms,2008,296.689615
D19,HDB 4 Rooms,2009,317.7487109
D19,HDB 4 Rooms,2010,363.9912263
D19,HDB 4 Rooms,2011,421.1211147
D19,HDB 4 Rooms,2012,457.600491
D19,HDB 4 Rooms,2013,480.7971983
D19,HDB 4 Rooms,2014,438.7523843
D19,HDB 4 Rooms,2015,414.3895802
D19,HDB 4 Rooms,2016,413.1434865
D19,HDB 4 Rooms,2017,417.3587654
D19,HDB 4 Rooms,2018,417.2002644
D19,HDB 4 Rooms,2019,427.4847319
D19,HDB 4 Rooms,2020,442.2118012
D19,HDB 4 Rooms,2021,481.469602
D19,HDB 4 Rooms,2022,529.4238759
D19,HDB 5 Rooms,1990,95.90025725
D19,HDB 5 Rooms,1991,97.98992568
D19,HDB 5 Rooms,1992,107.6708945
D19,HDB 5 Rooms,1993,162.7467452
D19,HDB 5 Rooms,1994,207.284271
D19,HDB 5 Rooms,1995,250.7502853
D19,HDB 5 Rooms,1996,320.6474249
D19,HDB 5 Rooms,1997,324.9588391
D19,HDB 5 Rooms,1998,276.6141728
D19,HDB 5 Rooms,1999,264.1426643
D19,HDB 5 Rooms,2000,283.2748549
D19,HDB 5 Rooms,2001,270.1970874
D19,HDB 5 Rooms,2002,255.2320262
D19,HDB 5 Rooms,2003,249.0712576
D19,HDB 5 Rooms,2004,240.5079076
D19,HDB 5 Rooms,2005,229.761119
D19,HDB 5 Rooms,2006,232.7139753
D19,HDB 5 Rooms,2007,255.1886158
D19,HDB 5 Rooms,2008,305.6321458
D19,HDB 5 Rooms,2009,317.3908084
D19,HDB 5 Rooms,2010,357.4129389
D19,HDB 5 Rooms,2011,403.3519153
D19,HDB 5 Rooms,2012,434.9396163
D19,HDB 5 Rooms,2013,444.8280855
D19,HDB 5 Rooms,2014,405.6091958
D19,HDB 5 Rooms,2015,381.9790225
D19,HDB 5 Rooms,2016,379.1829084
D19,HDB 5 Rooms,2017,378.6348469
D19,HDB 5 Rooms,2018,381.5179938
D19,HDB 5 Rooms,2019,408.1987917
D19,HDB 5 Rooms,2020,426.0708358
D19,HDB 5 Rooms,2021,465.9100034
D19,HDB 5 Rooms,2022,504.9414145
D19,HDB Executive,1990,120.5352068
D19,HDB Executive,1991,116.0174407
D19,HDB Executive,1992,132.3011746
D19,HDB Executive,1993,188.5915086
D19,HDB Executive,1994,228.0500605
D19,HDB Executive,1995,276.3096921
D19,HDB Executive,1996,355.5548744
D19,HDB Executive,1997,353.7923583
D19,HDB Executive,1998,303.297695
D19,HDB Executive,1999,282.5085475
D19,HDB Executive,2000,313.4563626
D19,HDB Executive,2001,301.0483848
D19,HDB Executive,2002,276.7601032
D19,HDB Executive,2003,264.1696591
D19,HDB Executive,2004,247.969694
D19,HDB Executive,2005,228.8892906
D19,HDB Executive,2006,228.3074123
D19,HDB Executive,2007,254.6795137
D19,HDB Executive,2008,305.5275613
D19,HDB Executive,2009,314.5171324
D19,HDB Executive,2010,349.0692961
D19,HDB Executive,2011,393.4195337
D19,HDB Executive,2012,427.8517239
D19,HDB Executive,2013,444.2334393
D19,HDB Executive,2014,425.5640821
D19,HDB Executive,2015,410.0058917
D19,HDB Executive,2016,404.343996
D19,HDB Executive,2017,403.3791136
D19,HDB Executive,2018,412.397503
D19,HDB Executive,2019,416.809448
D19,HDB Executive,2020,415.4248412
D19,HDB Executive,2021,452.9397221
D19,HDB Executive,2022,496.3981725
D20,NA,1990,23.28818242
D20,NA,1991,22.10493718
D20,NA,1992,30.04355608
D20,NA,1993,65.78126887
D20,NA,1994,85.61081915
D20,NA,1995,132.0691673
D20,NA,1996,234.6139763
D20,NA,1997,332.5743311
D20,NA,1998,190.5156522
D20,NA,1999,191.0888578
D20,HDB 2 Rooms,1990,51.8363852
D20,HDB 2 Rooms,1991,56.29920382
D20,HDB 2 Rooms,1992,56.77411618
D20,HDB 2 Rooms,1993,77.1243296
D20,HDB 2 Rooms,1994,100.1289031
D20,HDB 2 Rooms,1995,128.7567703
D20,HDB 2 Rooms,1996,202.5019621
D20,HDB 2 Rooms,1997,240.481455
D20,HDB 2 Rooms,1998,208.8194581
D20,HDB 2 Rooms,1999,183.8254323
D20,HDB 2 Rooms,2000,214.745337
D20,HDB 2 Rooms,2001,198.1275261
D20,HDB 2 Rooms,2002,187.422183
D20,HDB 2 Rooms,2003,225.5089543
D20,HDB 2 Rooms,2004,237.6544127
D20,HDB 2 Rooms,2005,244.2036576
D20,HDB 2 Rooms,2006,254.793847
D20,HDB 2 Rooms,2007,287.7284256
D20,HDB 2 Rooms,2008,330.8038362
D20,HDB 2 Rooms,2009,377.6664472
D20,HDB 2 Rooms,2010,445.5947583
D20,HDB 2 Rooms,2011,529.7498625
D20,HDB 2 Rooms,2012,555.2138665
D20,HDB 2 Rooms,2013,585.6225999
D20,HDB 2 Rooms,2014,557.0497851
D20,HDB 2 Rooms,2015,510.9892926
D20,HDB 2 Rooms,2016,515.5799876
D20,HDB 2 Rooms,2017,489.9018337
D20,HDB 2 Rooms,2018,447.9762381
D20,HDB 2 Rooms,2019,409.7327641
D20,HDB 2 Rooms,2020,433.0349014
D20,HDB 2 Rooms,2021,478.1354173
D20,HDB 2 Rooms,2022,542.2983305
D20,HDB 3 Rooms,1990,60.71879483
D20,HDB 3 Rooms,1991,61.32657697
D20,HDB 3 Rooms,1992,65.55510256
D20,HDB 3 Rooms,1993,100.7404126
D20,HDB 3 Rooms,1994,131.1525671
D20,HDB 3 Rooms,1995,169.1166632
D20,HDB 3 Rooms,1996,245.3371597
D20,HDB 3 Rooms,1997,277.5523016
D20,HDB 3 Rooms,1998,218.7713581
D20,HDB 3 Rooms,1999,206.6252847
D20,HDB 3 Rooms,2000,220.7879642
D20,HDB 3 Rooms,2001,205.3801631
D20,HDB 3 Rooms,2002,202.647355
D20,HDB 3 Rooms,2003,220.3726624
D20,HDB 3 Rooms,2004,238.0291657
D20,HDB 3 Rooms,2005,230.7976943
D20,HDB 3 Rooms,2006,227.1762066
D20,HDB 3 Rooms,2007,244.2800931
D20,HDB 3 Rooms,2008,311.1817144
D20,HDB 3 Rooms,2009,341.4657112
D20,HDB 3 Rooms,2010,391.5008946
D20,HDB 3 Rooms,2011,441.2500245
D20,HDB 3 Rooms,2012,477.3651484
D20,HDB 3 Rooms,2013,491.5891406
D20,HDB 3 Rooms,2014,460.3309432
D20,HDB 3 Rooms,2015,438.2512456
D20,HDB 3 Rooms,2016,433.8540479
D20,HDB 3 Rooms,2017,421.7341157
D20,HDB 3 Rooms,2018,392.8826008
D20,HDB 3 Rooms,2019,380.6202114
D20,HDB 3 Rooms,2020,393.3613493
D20,HDB 3 Rooms,2021,444.9845914
D20,HDB 3 Rooms,2022,500.3583593
D20,HDB 4 Rooms,1990,78.08786778
D20,HDB 4 Rooms,1991,83.1639567
D20,HDB 4 Rooms,1992,96.16960395
D20,HDB 4 Rooms,1993,155.8520965
D20,HDB 4 Rooms,1994,192.3710533
D20,HDB 4 Rooms,1995,245.1936857
D20,HDB 4 Rooms,1996,329.9252442
D20,HDB 4 Rooms,1997,337.304701
D20,HDB 4 Rooms,1998,280.6395108
D20,HDB 4 Rooms,1999,264.292784
D20,HDB 4 Rooms,2000,275.6796001
D20,HDB 4 Rooms,2001,256.1235421
D20,HDB 4 Rooms,2002,253.6498826
D20,HDB 4 Rooms,2003,252.1050574
D20,HDB 4 Rooms,2004,255.373918
D20,HDB 4 Rooms,2005,255.5574497
D20,HDB 4 Rooms,2006,264.8664111
D20,HDB 4 Rooms,2007,292.1928823
D20,HDB 4 Rooms,2008,349.5075604
D20,HDB 4 Rooms,2009,372.477589
D20,HDB 4 Rooms,2010,412.8033885
D20,HDB 4 Rooms,2011,455.5539165
D20,HDB 4 Rooms,2012,485.6912785
D20,HDB 4 Rooms,2013,509.999733
D20,HDB 4 Rooms,2014,489.5888755
D20,HDB 4 Rooms,2015,483.735761
D20,HDB 4 Rooms,2016,509.5673032
D20,HDB 4 Rooms,2017,522.199766
D20,HDB 4 Rooms,2018,514.3933826
D20,HDB 4 Rooms,2019,477.3290378
D20,HDB 4 Rooms,2020,476.8524141
D20,HDB 4 Rooms,2021,517.3902506
D20,HDB 4 Rooms,2022,594.2300594
D20,HDB 5 Rooms,1990,104.2656073
D20,HDB 5 Rooms,1991,116.943835
D20,HDB 5 Rooms,1992,140.9952234
D20,HDB 5 Rooms,1993,203.3507829
D20,HDB 5 Rooms,1994,257.1083264
D20,HDB 5 Rooms,1995,309.6348082
D20,HDB 5 Rooms,1996,382.7573144
D20,HDB 5 Rooms,1997,380.7036656
D20,HDB 5 Rooms,1998,328.2286497
D20,HDB 5 Rooms,1999,306.7966882
D20,HDB 5 Rooms,2000,322.0170365
D20,HDB 5 Rooms,2001,300.5450833
D20,HDB 5 Rooms,2002,298.1196503
D20,HDB 5 Rooms,2003,286.4254669
D20,HDB 5 Rooms,2004,277.2569252
D20,HDB 5 Rooms,2005,268.6258032
D20,HDB 5 Rooms,2006,276.230069
D20,HDB 5 Rooms,2007,309.9632324
D20,HDB 5 Rooms,2008,378.4109144
D20,HDB 5 Rooms,2009,389.0038013
D20,HDB 5 Rooms,2010,429.0069736
D20,HDB 5 Rooms,2011,488.7835699
D20,HDB 5 Rooms,2012,508.8709173
D20,HDB 5 Rooms,2013,540.0754373
D20,HDB 5 Rooms,2014,522.7767659
D20,HDB 5 Rooms,2015,520.583124
D20,HDB 5 Rooms,2016,551.416135
D20,HDB 5 Rooms,2017,576.7016025
D20,HDB 5 Rooms,2018,565.7831842
D20,HDB 5 Rooms,2019,542.3419167
D20,HDB 5 Rooms,2020,542.5911313
D20,HDB 5 Rooms,2021,571.7559136
D20,HDB 5 Rooms,2022,649.0172906
D20,HDB Executive,1990,143.8324399
D20,HDB Executive,1991,152.2698226
D20,HDB Executive,1992,169.2524286
D20,HDB Executive,1993,215.5248224
D20,HDB Executive,1994,265.2221964
D20,HDB Executive,1995,338.6770771
D20,HDB Executive,1996,412.7945607
D20,HDB Executive,1997,404.8272909
D20,HDB Executive,1998,350.8514714
D20,HDB Executive,1999,331.5015106
D20,HDB Executive,2000,337.4582134
D20,HDB Executive,2001,330.2435089
D20,HDB Executive,2002,309.4296399
D20,HDB Executive,2003,288.858448
D20,HDB Executive,2004,286.6726096
D20,HDB Executive,2005,260.0775492
D20,HDB Executive,2006,262.990608
D20,HDB Executive,2007,305.3650198
D20,HDB Executive,2008,356.6924628
D20,HDB Executive,2009,365.2251825
D20,HDB Executive,2010,410.3617037
D20,HDB Executive,2011,451.8965984
D20,HDB Executive,2012,502.5967335
D20,HDB Executive,2013,521.3064255
D20,HDB Executive,2014,528.5478415
D20,HDB Executive,2015,532.7540915
D20,HDB Executive,2016,519.5421032
D20,HDB Executive,2017,553.6212286
D20,HDB Executive,2018,538.9715948
D20,HDB Executive,2019,537.5418721
D20,HDB Executive,2020,538.9923445
D20,HDB Executive,2021,565.0473932
D20,HDB Executive,2022,629.2250091
D20,NA,1992,164.785688
D20,NA,1993,201.4222695
D20,NA,1994,262.3568131
D20,NA,1995,311.1533304
D20,NA,1996,396.467823
D20,NA,1997,405.4710653
D20,NA,1998,338.6953481
D20,NA,1999,299.8510453
D20,NA,2000,340.9083448
D20,NA,2001,309.67679
D20,NA,2002,298.4160016
D20,NA,2003,300.3869415
D20,NA,2004,283.9268295
D20,NA,2005,274.7684389
D20,NA,2006,280.6448716
D20,NA,2007,270.7671011
D20,NA,2008,383.2254109
D20,NA,2009,349.0909429
D20,NA,2010,388.6915214
D20,NA,2011,433.9189327
D20,NA,2012,535.4767324
