"","Year","Quarter","town","flat_type","median_rent"
"530","2006","Q1","CENTRAL","2-RM",NA
"531","2006","Q1","CENTRAL","3-RM",NA
"532","2006","Q1","CENTRAL","4-RM",NA
"533","2006","Q1","CENTRAL","5-RM",NA
"534","2006","Q1","CENTRAL","EXEC",NA
"535","2006","Q1","CHOA CHU KANG","1-RM",NA
"536","2006","Q1","CHOA CHU KANG","2-RM",NA
"537","2006","Q1","CHOA CHU KANG","3-RM",NA
"538","2006","Q1","CHOA CHU KANG","4-RM",850
"539","2006","Q1","CHOA CHU KANG","5-RM",925
"540","2006","Q1","CHOA CHU KANG","EXEC",NA
"541","2006","Q1","CLEMENTI","1-RM",NA
"542","2006","Q1","CLEMENTI","2-RM",NA
"543","2006","Q1","CLEMENTI","3-RM",850
"544","2006","Q1","CLEMENTI","4-RM",1000
"545","2006","Q1","CLEMENTI","5-RM",NA
"546","2006","Q1","CLEMENTI","EXEC",NA
"547","2006","Q1","GEYLANG","1-RM",NA
"548","2006","Q1","GEYLANG","2-RM",NA
"549","2006","Q1","GEYLANG","3-RM",800
"550","2006","Q1","GEYLANG","4-RM",1100
"551","2006","Q1","GEYLANG","5-RM",NA
"552","2006","Q1","GEYLANG","EXEC",NA
"553","2006","Q1","HOUGANG","1-RM",NA
"554","2006","Q1","HOUGANG","2-RM",NA
"555","2006","Q1","HOUGANG","3-RM",730
"556","2006","Q1","HOUGANG","4-RM",900
"557","2006","Q1","HOUGANG","5-RM",NA
"558","2006","Q1","HOUGANG","EXEC",NA
"559","2006","Q1","JURONG EAST","1-RM",NA
"560","2006","Q1","JURONG EAST","2-RM",NA
"561","2006","Q1","JURONG EAST","3-RM",750
"562","2006","Q1","JURONG EAST","4-RM",NA
"563","2006","Q1","JURONG EAST","5-RM",NA
"564","2006","Q1","JURONG EAST","EXEC",NA
"565","2006","Q1","JURONG WEST","1-RM",NA
"566","2006","Q1","JURONG WEST","2-RM",NA
"567","2006","Q1","JURONG WEST","3-RM",800
"568","2006","Q1","JURONG WEST","4-RM",950
"569","2006","Q1","JURONG WEST","5-RM",1075
"570","2006","Q1","JURONG WEST","EXEC",NA
"571","2006","Q1","KALLANG/WHAMPOA","1-RM",NA
"572","2006","Q1","KALLANG/WHAMPOA","2-RM",NA
"573","2006","Q1","KALLANG/WHAMPOA","3-RM",850
"574","2006","Q1","KALLANG/WHAMPOA","4-RM",NA
"575","2006","Q1","KALLANG/WHAMPOA","5-RM",NA
"576","2006","Q1","KALLANG/WHAMPOA","EXEC",NA
"577","2006","Q1","LIM CHU KANG","1-RM",NA
"578","2006","Q1","LIM CHU KANG","2-RM",NA
"579","2006","Q1","LIM CHU KANG","3-RM",NA
"580","2006","Q1","LIM CHU KANG","4-RM",NA
"581","2006","Q1","LIM CHU KANG","5-RM",NA
"582","2006","Q1","LIM CHU KANG","EXEC",NA
"583","2006","Q1","MARINE PARADE","1-RM",NA
"584","2006","Q1","MARINE PARADE","2-RM",NA
"585","2006","Q1","MARINE PARADE","3-RM",875
"586","2006","Q1","MARINE PARADE","4-RM",NA
"587","2006","Q1","MARINE PARADE","5-RM",NA
"588","2006","Q1","MARINE PARADE","EXEC",NA
"589","2006","Q1","PASIR RIS","1-RM",NA
"590","2006","Q1","PASIR RIS","2-RM",NA
"591","2006","Q1","PASIR RIS","3-RM",NA
"592","2006","Q1","PASIR RIS","4-RM",900
"593","2006","Q1","PASIR RIS","5-RM",1000
"594","2006","Q1","PASIR RIS","EXEC",1085
"595","2006","Q1","PUNGGOL","1-RM",NA
"596","2006","Q1","PUNGGOL","2-RM",NA
"597","2006","Q1","PUNGGOL","3-RM",NA
"598","2006","Q1","PUNGGOL","4-RM",NA
"599","2006","Q1","PUNGGOL","5-RM",NA
"600","2006","Q1","PUNGGOL","EXEC",NA
"601","2006","Q1","QUEENSTOWN","1-RM",NA
"602","2006","Q1","QUEENSTOWN","2-RM",NA
"603","2006","Q1","QUEENSTOWN","3-RM",870
"604","2006","Q1","QUEENSTOWN","4-RM",NA
"605","2006","Q1","QUEENSTOWN","5-RM",NA
"606","2006","Q1","QUEENSTOWN","EXEC",NA
"607","2006","Q1","SEMBAWANG","1-RM",NA
"608","2006","Q1","SEMBAWANG","2-RM",NA
"609","2006","Q1","SEMBAWANG","3-RM",NA
"610","2006","Q1","SEMBAWANG","4-RM",NA
"611","2006","Q1","SEMBAWANG","5-RM",940
"612","2006","Q1","SEMBAWANG","EXEC",NA
"613","2006","Q1","SENGKANG","1-RM",NA
"614","2006","Q1","SENGKANG","2-RM",NA
"615","2006","Q1","SENGKANG","3-RM",NA
"616","2006","Q1","SENGKANG","4-RM",NA
"617","2006","Q1","SENGKANG","5-RM",900
"618","2006","Q1","SENGKANG","EXEC",NA
"619","2006","Q1","SERANGOON","1-RM",NA
"620","2006","Q1","SERANGOON","2-RM",NA
"621","2006","Q1","SERANGOON","3-RM",NA
"622","2006","Q1","SERANGOON","4-RM",NA
"623","2006","Q1","SERANGOON","5-RM",NA
"624","2006","Q1","SERANGOON","EXEC",NA
"625","2006","Q1","TAMPINES","1-RM",NA
"626","2006","Q1","TAMPINES","2-RM",NA
"627","2006","Q1","TAMPINES","3-RM",800
"628","2006","Q1","TAMPINES","4-RM",1000
"629","2006","Q1","TAMPINES","5-RM",1000
"630","2006","Q1","TAMPINES","EXEC",NA
"631","2006","Q1","TOA PAYOH","1-RM",NA
"632","2006","Q1","TOA PAYOH","2-RM",NA
"633","2006","Q1","TOA PAYOH","3-RM",850
"634","2006","Q1","TOA PAYOH","4-RM",NA
"635","2006","Q1","TOA PAYOH","5-RM",NA
"636","2006","Q1","TOA PAYOH","EXEC",NA
"637","2006","Q1","WOODLANDS","1-RM",NA
"638","2006","Q1","WOODLANDS","2-RM",NA
"639","2006","Q1","WOODLANDS","3-RM",NA
"640","2006","Q1","WOODLANDS","4-RM",840
"641","2006","Q1","WOODLANDS","5-RM",900
"642","2006","Q1","WOODLANDS","EXEC",NA
"643","2006","Q1","YISHUN","1-RM",NA
"644","2006","Q1","YISHUN","2-RM",NA
"645","2006","Q1","YISHUN","3-RM",750
"646","2006","Q1","YISHUN","4-RM",850
"647","2006","Q1","YISHUN","5-RM",1000
"648","2006","Q1","YISHUN","EXEC",NA
"649","2006","Q2","ANG MO KIO","1-RM",NA
"650","2006","Q2","ANG MO KIO","2-RM",NA
"651","2006","Q2","ANG MO KIO","3-RM",800
"652","2006","Q2","ANG MO KIO","4-RM",1000
"653","2006","Q2","ANG MO KIO","5-RM",NA
"654","2006","Q2","ANG MO KIO","EXEC",NA
"655","2006","Q2","BEDOK","1-RM",NA
"656","2006","Q2","BEDOK","2-RM",NA
"657","2006","Q2","BEDOK","3-RM",800
"658","2006","Q2","BEDOK","4-RM",935
"659","2006","Q2","BEDOK","5-RM",1100
"660","2006","Q2","BEDOK","EXEC",NA
"661","2006","Q2","BISHAN","1-RM",NA
"662","2006","Q2","BISHAN","2-RM",NA
"663","2006","Q2","BISHAN","3-RM",NA
"664","2006","Q2","BISHAN","4-RM",1000
"665","2006","Q2","BISHAN","5-RM",1200
"666","2006","Q2","BISHAN","EXEC",NA
"667","2006","Q2","BUKIT BATOK","1-RM",NA
"668","2006","Q2","BUKIT BATOK","2-RM",NA
"669","2006","Q2","BUKIT BATOK","3-RM",800
"670","2006","Q2","BUKIT BATOK","4-RM",950
"671","2006","Q2","BUKIT BATOK","5-RM",NA
"672","2006","Q2","BUKIT BATOK","EXEC",NA
"673","2006","Q2","BUKIT MERAH","1-RM",NA
"674","2006","Q2","BUKIT MERAH","2-RM",NA
"675","2006","Q2","BUKIT MERAH","3-RM",900
"676","2006","Q2","BUKIT MERAH","4-RM",1100
"677","2006","Q2","BUKIT MERAH","5-RM",NA
"678","2006","Q2","BUKIT MERAH","EXEC",NA
"679","2006","Q2","BUKIT PANJANG","1-RM",NA
"680","2006","Q2","BUKIT PANJANG","2-RM",NA
"681","2006","Q2","BUKIT PANJANG","3-RM",NA
"682","2006","Q2","BUKIT PANJANG","4-RM",NA
"683","2006","Q2","BUKIT PANJANG","5-RM",NA
"684","2006","Q2","BUKIT PANJANG","EXEC",NA
"685","2006","Q2","BUKIT TIMAH","1-RM",NA
"686","2006","Q2","BUKIT TIMAH","2-RM",NA
"687","2006","Q2","BUKIT TIMAH","3-RM",NA
"688","2006","Q2","BUKIT TIMAH","4-RM",NA
"689","2006","Q2","BUKIT TIMAH","5-RM",NA
"690","2006","Q2","BUKIT TIMAH","EXEC",NA
"691","2006","Q2","CENTRAL","1-RM",NA
"692","2006","Q2","CENTRAL","2-RM",NA
"693","2006","Q2","CENTRAL","3-RM",NA
"694","2006","Q2","CENTRAL","4-RM",NA
"695","2006","Q2","CENTRAL","5-RM",NA
"696","2006","Q2","CENTRAL","EXEC",NA
"697","2006","Q2","CHOA CHU KANG","1-RM",NA
"698","2006","Q2","CHOA CHU KANG","2-RM",NA
"699","2006","Q2","CHOA CHU KANG","3-RM",NA
"700","2006","Q2","CHOA CHU KANG","4-RM",900
"701","2006","Q2","CHOA CHU KANG","5-RM",1000
"702","2006","Q2","CHOA CHU KANG","EXEC",NA
"703","2006","Q2","CLEMENTI","1-RM",NA
"704","2006","Q2","CLEMENTI","2-RM",NA
"705","2006","Q2","CLEMENTI","3-RM",860
"706","2006","Q2","CLEMENTI","4-RM",1100
"707","2006","Q2","CLEMENTI","5-RM",NA
"708","2006","Q2","CLEMENTI","EXEC",NA
"709","2006","Q2","GEYLANG","1-RM",NA
"710","2006","Q2","GEYLANG","2-RM",NA
"711","2006","Q2","GEYLANG","3-RM",800
"712","2006","Q2","GEYLANG","4-RM",1000
"713","2006","Q2","GEYLANG","5-RM",NA
"714","2006","Q2","GEYLANG","EXEC",NA
"715","2006","Q2","HOUGANG","1-RM",NA
"716","2006","Q2","HOUGANG","2-RM",NA
"717","2006","Q2","HOUGANG","3-RM",NA
"718","2006","Q2","HOUGANG","4-RM",900
"719","2006","Q2","HOUGANG","5-RM",1000
"720","2006","Q2","HOUGANG","EXEC",NA
"721","2006","Q2","JURONG EAST","1-RM",NA
"722","2006","Q2","JURONG EAST","2-RM",NA
"723","2006","Q2","JURONG EAST","3-RM",800
"724","2006","Q2","JURONG EAST","4-RM",1000
"725","2006","Q2","JURONG EAST","5-RM",1100
"726","2006","Q2","JURONG EAST","EXEC",NA
"727","2006","Q2","JURONG WEST","1-RM",NA
"728","2006","Q2","JURONG WEST","2-RM",NA
"729","2006","Q2","JURONG WEST","3-RM",750
"730","2006","Q2","JURONG WEST","4-RM",1000
"731","2006","Q2","JURONG WEST","5-RM",1000
"732","2006","Q2","JURONG WEST","EXEC",1130
"733","2006","Q2","KALLANG/WHAMPOA","1-RM",NA
"734","2006","Q2","KALLANG/WHAMPOA","2-RM",NA
"735","2006","Q2","KALLANG/WHAMPOA","3-RM",850
"736","2006","Q2","KALLANG/WHAMPOA","4-RM",1100
"737","2006","Q2","KALLANG/WHAMPOA","5-RM",NA
"738","2006","Q2","KALLANG/WHAMPOA","EXEC",NA
"739","2006","Q2","LIM CHU KANG","1-RM",NA
"740","2006","Q2","LIM CHU KANG","2-RM",NA
"741","2006","Q2","LIM CHU KANG","3-RM",NA
"742","2006","Q2","LIM CHU KANG","4-RM",NA
"743","2006","Q2","LIM CHU KANG","5-RM",NA
"744","2006","Q2","LIM CHU KANG","EXEC",NA
"745","2006","Q2","MARINE PARADE","1-RM",NA
"746","2006","Q2","MARINE PARADE","2-RM",NA
"747","2006","Q2","MARINE PARADE","3-RM",900
"748","2006","Q2","MARINE PARADE","4-RM",NA
"749","2006","Q2","MARINE PARADE","5-RM",NA
"750","2006","Q2","MARINE PARADE","EXEC",NA
"751","2006","Q2","PASIR RIS","1-RM",NA
"752","2006","Q2","PASIR RIS","2-RM",NA
"753","2006","Q2","PASIR RIS","3-RM",NA
"754","2006","Q2","PASIR RIS","4-RM",900
"755","2006","Q2","PASIR RIS","5-RM",1000
"756","2006","Q2","PASIR RIS","EXEC",1200
"757","2006","Q2","PUNGGOL","1-RM",NA
"758","2006","Q2","PUNGGOL","2-RM",NA
"759","2006","Q2","PUNGGOL","3-RM",NA
"760","2006","Q2","PUNGGOL","4-RM",NA
"761","2006","Q2","PUNGGOL","5-RM",NA
"762","2006","Q2","PUNGGOL","EXEC",NA
"763","2006","Q2","QUEENSTOWN","1-RM",NA
"764","2006","Q2","QUEENSTOWN","2-RM",NA
"765","2006","Q2","QUEENSTOWN","3-RM",875
"766","2006","Q2","QUEENSTOWN","4-RM",1100
"767","2006","Q2","QUEENSTOWN","5-RM",NA
"768","2006","Q2","QUEENSTOWN","EXEC",NA
"769","2006","Q2","SEMBAWANG","1-RM",NA
"770","2006","Q2","SEMBAWANG","2-RM",NA
"771","2006","Q2","SEMBAWANG","3-RM",NA
"772","2006","Q2","SEMBAWANG","4-RM",NA
"773","2006","Q2","SEMBAWANG","5-RM",NA
"774","2006","Q2","SEMBAWANG","EXEC",NA
"775","2006","Q2","SENGKANG","1-RM",NA
"776","2006","Q2","SENGKANG","2-RM",NA
"777","2006","Q2","SENGKANG","3-RM",NA
"778","2006","Q2","SENGKANG","4-RM",NA
"779","2006","Q2","SENGKANG","5-RM",1000
"780","2006","Q2","SENGKANG","EXEC",NA
"781","2006","Q2","SERANGOON","1-RM",NA
"782","2006","Q2","SERANGOON","2-RM",NA
"783","2006","Q2","SERANGOON","3-RM",NA
"784","2006","Q2","SERANGOON","4-RM",1000
"785","2006","Q2","SERANGOON","5-RM",NA
"786","2006","Q2","SERANGOON","EXEC",NA
"787","2006","Q2","TAMPINES","1-RM",NA
"788","2006","Q2","TAMPINES","2-RM",NA
"789","2006","Q2","TAMPINES","3-RM",850
"790","2006","Q2","TAMPINES","4-RM",1000
"791","2006","Q2","TAMPINES","5-RM",1100
"792","2006","Q2","TAMPINES","EXEC",1175
"793","2006","Q2","TOA PAYOH","1-RM",NA
"794","2006","Q2","TOA PAYOH","2-RM",NA
"795","2006","Q2","TOA PAYOH","3-RM",850
"796","2006","Q2","TOA PAYOH","4-RM",1000
"797","2006","Q2","TOA PAYOH","5-RM",NA
"798","2006","Q2","TOA PAYOH","EXEC",NA
"799","2006","Q2","WOODLANDS","1-RM",NA
"800","2006","Q2","WOODLANDS","2-RM",NA
"801","2006","Q2","WOODLANDS","3-RM",NA
"802","2006","Q2","WOODLANDS","4-RM",900
"803","2006","Q2","WOODLANDS","5-RM",900
"804","2006","Q2","WOODLANDS","EXEC",1100
"805","2006","Q2","YISHUN","1-RM",NA
"806","2006","Q2","YISHUN","2-RM",NA
"807","2006","Q2","YISHUN","3-RM",764
"808","2006","Q2","YISHUN","4-RM",850
"809","2006","Q2","YISHUN","5-RM",NA
"810","2006","Q2","YISHUN","EXEC",NA
"811","2006","Q3","ANG MO KIO","1-RM",NA
"812","2006","Q3","ANG MO KIO","2-RM",NA
"813","2006","Q3","ANG MO KIO","3-RM",850
"814","2006","Q3","ANG MO KIO","4-RM",950
"815","2006","Q3","ANG MO KIO","5-RM",NA
"816","2006","Q3","ANG MO KIO","EXEC",NA
"817","2006","Q3","BEDOK","1-RM",NA
"818","2006","Q3","BEDOK","2-RM",NA
"819","2006","Q3","BEDOK","3-RM",800
"820","2006","Q3","BEDOK","4-RM",1000
"821","2006","Q3","BEDOK","5-RM",1200
"822","2006","Q3","BEDOK","EXEC",NA
"823","2006","Q3","BISHAN","1-RM",NA
"824","2006","Q3","BISHAN","2-RM",NA
"825","2006","Q3","BISHAN","3-RM",NA
"826","2006","Q3","BISHAN","4-RM",1100
"827","2006","Q3","BISHAN","5-RM",1175
"828","2006","Q3","BISHAN","EXEC",NA
"829","2006","Q3","BUKIT BATOK","1-RM",NA
"830","2006","Q3","BUKIT BATOK","2-RM",NA
"831","2006","Q3","BUKIT BATOK","3-RM",800
"832","2006","Q3","BUKIT BATOK","4-RM",1050
"833","2006","Q3","BUKIT BATOK","5-RM",NA
"834","2006","Q3","BUKIT BATOK","EXEC",NA
"835","2006","Q3","BUKIT MERAH","1-RM",NA
"836","2006","Q3","BUKIT MERAH","2-RM",NA
"837","2006","Q3","BUKIT MERAH","3-RM",900
"838","2006","Q3","BUKIT MERAH","4-RM",1071
"839","2006","Q3","BUKIT MERAH","5-RM",NA
"840","2006","Q3","BUKIT MERAH","EXEC",NA
"841","2006","Q3","BUKIT PANJANG","1-RM",NA
"842","2006","Q3","BUKIT PANJANG","2-RM",NA
"843","2006","Q3","BUKIT PANJANG","3-RM",NA
"844","2006","Q3","BUKIT PANJANG","4-RM",NA
"845","2006","Q3","BUKIT PANJANG","5-RM",NA
"846","2006","Q3","BUKIT PANJANG","EXEC",NA
"847","2006","Q3","BUKIT TIMAH","1-RM",NA
"848","2006","Q3","BUKIT TIMAH","2-RM",NA
"849","2006","Q3","BUKIT TIMAH","3-RM",NA
"850","2006","Q3","BUKIT TIMAH","4-RM",NA
"851","2006","Q3","BUKIT TIMAH","5-RM",NA
"852","2006","Q3","BUKIT TIMAH","EXEC",NA
"853","2006","Q3","CENTRAL","1-RM",NA
"854","2006","Q3","CENTRAL","2-RM",NA
"855","2006","Q3","CENTRAL","3-RM",NA
"856","2006","Q3","CENTRAL","4-RM",NA
"857","2006","Q3","CENTRAL","5-RM",NA
"858","2006","Q3","CENTRAL","EXEC",NA
"859","2006","Q3","CHOA CHU KANG","1-RM",NA
"860","2006","Q3","CHOA CHU KANG","2-RM",NA
"861","2006","Q3","CHOA CHU KANG","3-RM",NA
"862","2006","Q3","CHOA CHU KANG","4-RM",950
"863","2006","Q3","CHOA CHU KANG","5-RM",1000
"864","2006","Q3","CHOA CHU KANG","EXEC",NA
"865","2006","Q3","CLEMENTI","1-RM",NA
"866","2006","Q3","CLEMENTI","2-RM",NA
"867","2006","Q3","CLEMENTI","3-RM",900
"868","2006","Q3","CLEMENTI","4-RM",1100
"869","2006","Q3","CLEMENTI","5-RM",NA
"870","2006","Q3","CLEMENTI","EXEC",NA
"871","2006","Q3","GEYLANG","1-RM",NA
"872","2006","Q3","GEYLANG","2-RM",NA
"873","2006","Q3","GEYLANG","3-RM",825
"874","2006","Q3","GEYLANG","4-RM",1000
"875","2006","Q3","GEYLANG","5-RM",NA
"876","2006","Q3","GEYLANG","EXEC",NA
"877","2006","Q3","HOUGANG","1-RM",NA
"878","2006","Q3","HOUGANG","2-RM",NA
"879","2006","Q3","HOUGANG","3-RM",NA
"880","2006","Q3","HOUGANG","4-RM",900
"881","2006","Q3","HOUGANG","5-RM",NA
"882","2006","Q3","HOUGANG","EXEC",NA
"883","2006","Q3","JURONG EAST","1-RM",NA
"884","2006","Q3","JURONG EAST","2-RM",NA
"885","2006","Q3","JURONG EAST","3-RM",850
"886","2006","Q3","JURONG EAST","4-RM",NA
"887","2006","Q3","JURONG EAST","5-RM",1100
"888","2006","Q3","JURONG EAST","EXEC",NA
"889","2006","Q3","JURONG WEST","1-RM",NA
"890","2006","Q3","JURONG WEST","2-RM",NA
"891","2006","Q3","JURONG WEST","3-RM",800
"892","2006","Q3","JURONG WEST","4-RM",1000
"893","2006","Q3","JURONG WEST","5-RM",1075
"894","2006","Q3","JURONG WEST","EXEC",NA
"895","2006","Q3","KALLANG/WHAMPOA","1-RM",NA
"896","2006","Q3","KALLANG/WHAMPOA","2-RM",NA
"897","2006","Q3","KALLANG/WHAMPOA","3-RM",850
"898","2006","Q3","KALLANG/WHAMPOA","4-RM",1000
"899","2006","Q3","KALLANG/WHAMPOA","5-RM",NA
"900","2006","Q3","KALLANG/WHAMPOA","EXEC",NA
"901","2006","Q3","LIM CHU KANG","1-RM",NA
"902","2006","Q3","LIM CHU KANG","2-RM",NA
"903","2006","Q3","LIM CHU KANG","3-RM",NA
"904","2006","Q3","LIM CHU KANG","4-RM",NA
"905","2006","Q3","LIM CHU KANG","5-RM",NA
"906","2006","Q3","LIM CHU KANG","EXEC",NA
"907","2006","Q3","MARINE PARADE","1-RM",NA
"908","2006","Q3","MARINE PARADE","2-RM",NA
"909","2006","Q3","MARINE PARADE","3-RM",950
"910","2006","Q3","MARINE PARADE","4-RM",NA
"911","2006","Q3","MARINE PARADE","5-RM",NA
"912","2006","Q3","MARINE PARADE","EXEC",NA
"913","2006","Q3","PASIR RIS","1-RM",NA
"914","2006","Q3","PASIR RIS","2-RM",NA
"915","2006","Q3","PASIR RIS","3-RM",NA
"916","2006","Q3","PASIR RIS","4-RM",950
"917","2006","Q3","PASIR RIS","5-RM",1080
"918","2006","Q3","PASIR RIS","EXEC",1200
"919","2006","Q3","PUNGGOL","1-RM",NA
"920","2006","Q3","PUNGGOL","2-RM",NA
"921","2006","Q3","PUNGGOL","3-RM",NA
"922","2006","Q3","PUNGGOL","4-RM",NA
"923","2006","Q3","PUNGGOL","5-RM",NA
"924","2006","Q3","PUNGGOL","EXEC",NA
"925","2006","Q3","QUEENSTOWN","1-RM",NA
"926","2006","Q3","QUEENSTOWN","2-RM",NA
"927","2006","Q3","QUEENSTOWN","3-RM",900
"928","2006","Q3","QUEENSTOWN","4-RM",1200
"929","2006","Q3","QUEENSTOWN","5-RM",NA
"930","2006","Q3","QUEENSTOWN","EXEC",NA
"931","2006","Q3","SEMBAWANG","1-RM",NA
"932","2006","Q3","SEMBAWANG","2-RM",NA
"933","2006","Q3","SEMBAWANG","3-RM",NA
"934","2006","Q3","SEMBAWANG","4-RM",NA
"935","2006","Q3","SEMBAWANG","5-RM",NA
"936","2006","Q3","SEMBAWANG","EXEC",NA
"937","2006","Q3","SENGKANG","1-RM",NA
"938","2006","Q3","SENGKANG","2-RM",NA
"939","2006","Q3","SENGKANG","3-RM",NA
"940","2006","Q3","SENGKANG","4-RM",NA
"941","2006","Q3","SENGKANG","5-RM",1000
"942","2006","Q3","SENGKANG","EXEC",NA
"943","2006","Q3","SERANGOON","1-RM",NA
"944","2006","Q3","SERANGOON","2-RM",NA
"945","2006","Q3","SERANGOON","3-RM",NA
"946","2006","Q3","SERANGOON","4-RM",950
"947","2006","Q3","SERANGOON","5-RM",NA
"948","2006","Q3","SERANGOON","EXEC",NA
"949","2006","Q3","TAMPINES","1-RM",NA
"950","2006","Q3","TAMPINES","2-RM",NA
"951","2006","Q3","TAMPINES","3-RM",850
"952","2006","Q3","TAMPINES","4-RM",1050
"953","2006","Q3","TAMPINES","5-RM",1200
"954","2006","Q3","TAMPINES","EXEC",NA
"955","2006","Q3","TOA PAYOH","1-RM",NA
"956","2006","Q3","TOA PAYOH","2-RM",NA
"957","2006","Q3","TOA PAYOH","3-RM",900
"958","2006","Q3","TOA PAYOH","4-RM",NA
"959","2006","Q3","TOA PAYOH","5-RM",NA
"960","2006","Q3","TOA PAYOH","EXEC",NA
"961","2006","Q3","WOODLANDS","1-RM",NA
"962","2006","Q3","WOODLANDS","2-RM",NA
"963","2006","Q3","WOODLANDS","3-RM",NA
"964","2006","Q3","WOODLANDS","4-RM",900
"965","2006","Q3","WOODLANDS","5-RM",1000
"966","2006","Q3","WOODLANDS","EXEC",NA
"967","2006","Q3","YISHUN","1-RM",NA
"968","2006","Q3","YISHUN","2-RM",NA
"969","2006","Q3","YISHUN","3-RM",750
"970","2006","Q3","YISHUN","4-RM",900
"971","2006","Q3","YISHUN","5-RM",950
"972","2006","Q3","YISHUN","EXEC",NA
"973","2006","Q4","ANG MO KIO","1-RM",NA
"974","2006","Q4","ANG MO KIO","2-RM",NA
"975","2006","Q4","ANG MO KIO","3-RM",870
"976","2006","Q4","ANG MO KIO","4-RM",1000
"977","2006","Q4","ANG MO KIO","5-RM",NA
"978","2006","Q4","ANG MO KIO","EXEC",NA
"979","2006","Q4","BEDOK","1-RM",NA
"980","2006","Q4","BEDOK","2-RM",NA
"981","2006","Q4","BEDOK","3-RM",850
"982","2006","Q4","BEDOK","4-RM",1000
"983","2006","Q4","BEDOK","5-RM",1150
"984","2006","Q4","BEDOK","EXEC",NA
"985","2006","Q4","BISHAN","1-RM",NA
"986","2006","Q4","BISHAN","2-RM",NA
"987","2006","Q4","BISHAN","3-RM",NA
"988","2006","Q4","BISHAN","4-RM",1125
"989","2006","Q4","BISHAN","5-RM",1300
"990","2006","Q4","BISHAN","EXEC",NA
"991","2006","Q4","BUKIT BATOK","1-RM",NA
"992","2006","Q4","BUKIT BATOK","2-RM",NA
"993","2006","Q4","BUKIT BATOK","3-RM",850
"994","2006","Q4","BUKIT BATOK","4-RM",1000
"995","2006","Q4","BUKIT BATOK","5-RM",NA
"996","2006","Q4","BUKIT BATOK","EXEC",NA
"997","2006","Q4","BUKIT MERAH","1-RM",NA
"998","2006","Q4","BUKIT MERAH","2-RM",NA
"999","2006","Q4","BUKIT MERAH","3-RM",950
"1000","2006","Q4","BUKIT MERAH","4-RM",NA
"1001","2006","Q4","BUKIT MERAH","5-RM",NA
"1002","2006","Q4","BUKIT MERAH","EXEC",NA
"1003","2006","Q4","BUKIT PANJANG","1-RM",NA
"1004","2006","Q4","BUKIT PANJANG","2-RM",NA
"1005","2006","Q4","BUKIT PANJANG","3-RM",NA
"1006","2006","Q4","BUKIT PANJANG","4-RM",NA
"1007","2006","Q4","BUKIT PANJANG","5-RM",NA
"1008","2006","Q4","BUKIT PANJANG","EXEC",NA
"1009","2006","Q4","BUKIT TIMAH","1-RM",NA
"1010","2006","Q4","BUKIT TIMAH","2-RM",NA
"1011","2006","Q4","BUKIT TIMAH","3-RM",NA
"1012","2006","Q4","BUKIT TIMAH","4-RM",NA
"1013","2006","Q4","BUKIT TIMAH","5-RM",NA
"1014","2006","Q4","BUKIT TIMAH","EXEC",NA
"1015","2006","Q4","CENTRAL","1-RM",NA
"1016","2006","Q4","CENTRAL","2-RM",NA
"1017","2006","Q4","CENTRAL","3-RM",NA
"1018","2006","Q4","CENTRAL","4-RM",NA
"1019","2006","Q4","CENTRAL","5-RM",NA
"1020","2006","Q4","CENTRAL","EXEC",NA
"1021","2006","Q4","CHOA CHU KANG","1-RM",NA
"1022","2006","Q4","CHOA CHU KANG","2-RM",NA
"1023","2006","Q4","CHOA CHU KANG","3-RM",NA
"1024","2006","Q4","CHOA CHU KANG","4-RM",950
"1025","2006","Q4","CHOA CHU KANG","5-RM",1050
"1026","2006","Q4","CHOA CHU KANG","EXEC",1200
"1027","2006","Q4","CLEMENTI","1-RM",NA
"1028","2006","Q4","CLEMENTI","2-RM",NA
"1029","2006","Q4","CLEMENTI","3-RM",900
"1030","2006","Q4","CLEMENTI","4-RM",1100
"1031","2006","Q4","CLEMENTI","5-RM",NA
"1032","2006","Q4","CLEMENTI","EXEC",NA
"1033","2006","Q4","GEYLANG","1-RM",NA
"1034","2006","Q4","GEYLANG","2-RM",NA
"1035","2006","Q4","GEYLANG","3-RM",850
"1036","2006","Q4","GEYLANG","4-RM",1000
"1037","2006","Q4","GEYLANG","5-RM",NA
"1038","2006","Q4","GEYLANG","EXEC",NA
"1039","2006","Q4","HOUGANG","1-RM",NA
"1040","2006","Q4","HOUGANG","2-RM",NA
"1041","2006","Q4","HOUGANG","3-RM",800
"1042","2006","Q4","HOUGANG","4-RM",1000
"1043","2006","Q4","HOUGANG","5-RM",1000
"1044","2006","Q4","HOUGANG","EXEC",NA
"1045","2006","Q4","JURONG EAST","1-RM",NA
"1046","2006","Q4","JURONG EAST","2-RM",NA
"1047","2006","Q4","JURONG EAST","3-RM",NA
"1048","2006","Q4","JURONG EAST","4-RM",NA
"1049","2006","Q4","JURONG EAST","5-RM",NA
"1050","2006","Q4","JURONG EAST","EXEC",NA
"1051","2006","Q4","JURONG WEST","1-RM",NA
"1052","2006","Q4","JURONG WEST","2-RM",NA
"1053","2006","Q4","JURONG WEST","3-RM",850
"1054","2006","Q4","JURONG WEST","4-RM",1000
"1055","2006","Q4","JURONG WEST","5-RM",1150
"1056","2006","Q4","JURONG WEST","EXEC",NA
